Region,Subregion,Stock,Group,Name,EnglishName,ScientificName,Source,MinOfYear,MaxOfYear,StartYear,EndYear,Flim,Fpa,Blim,Bpa,Bmsy,FMSY,MSY,MSYBtrigger,B40,M,Fofl,last_F,Resilience,r.low,r.hi,stb.low,stb.hi,int.yr,intb.low,intb.hi,endb.low,endb.hi,q.start,q.end,btype,force.cmsy,Comment,,
Mediterranean,Aegean Sea,SARIAUR_AL,Plankton feeders,Round sardinella in Aegean Sea,Round sardinella,Sardinella aurita,,1970,2014,1982,2014,,,,,,,,,,,,,High,0.24,1.26,0.2,0.6,2008,0.4,0.8,0.1,0.5,NA,NA,None,F,"Catch=landings from FishStat (Greece+Turkey). RF int 2008 0.4-0.8, final 0.1-0.5",,
Mediterranean,Aegean Sea,SARPSAL_AL,Benthic fish & inv.,Salema in Aegean Sea,Salema,Sarpa salpa,,1982,2014,1982,2014,,,,,,,,,,,,,Medium,0.55,1,0.5,0.9,2000,0.01,0.4,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Greece). RF int 2000 0.01-0.4, final 0.01-0.3",,
Mediterranean,Aegean Sea,SCOMPNE_AL,Plankton feeders,Atlantic chub mackerel in Aegean Sea,Atlantic chub mackerel,Scomber colias,,1970,2014,1990,2014,,,,,,,,,,,,,High,0.31,1.17,0.5,0.9,2000,0.01,0.4,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Greece+Turkey). RF int 2000 0.01-0.4, final 0.01-0.3",,
Mediterranean,Aegean Sea,SCOMSCO_AL,Plankton feeders,Atlantic mackerel in Aegean Sea,Atlantic mackerel,Scomber scombrus,,1970,2014,1990,2014,,,,,,,,,,,,,Medium,0.23,1,0.5,0.9,2000,0.01,0.4,0.01,0.2,NA,NA,None,F,"Catch=landings from FishStat (Greece+Turkey). RF int 0.01-0.4, final 0.01-0.2",,
Mediterranean,Aegean Sea,SEPIOFF_AL,Benthic fish & inv.,Common cuttlefish in Aegean Sea,common cuttlefish,Sepia officinalis,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,NA,NA,0.5,0.9,NA,NA,NA,0.01,0.4,1994,2014,CPUE,F,Catch=landings from FishStat (Greece). RF final 0.01-0.4,,
Mediterranean,Aegean Sea,SOLEVUL_AL,Benthic fish & inv.,Common sole in Aegean Sea,Common sole,Solea solea,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.21,1.02,0.2,0.6,NA,NA,NA,0.01,0.3,1994,2014,CPUE,F,Catch=landings from FishStat (Greece). RF final 0.3,,
Mediterranean,Aegean Sea,SPICSMA_AL,Plankton feeders,Picarel in Aegean Sea,Picarel,Spicara smaris,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,1995,0.01,0.4,0.01,0.2,1994,2014,CPUE,F,"Catch=landings from FishStat (Greece). RF int 1995 0.01-0.4, final 0.01-0.3",,
Mediterranean,Aegean Sea,SPODCAN_AL,Benthic fish & inv.,Black seabream in Aegean Sea,Black seabream,Spondyliosoma cantharus,,1970,2014,1972,2014,,,,,,,,,,,,,Medium,0.24,1.05,0.5,0.9,2000,0.01,0.4,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Greece). RF int 2000 0.01-0.4, final 0.01-0.3",,
Mediterranean,Aegean Sea,SQUAACA_AL,Benthic fish & inv.,Picked dogfish in Aegean Sea,Picked dogfish,Squalus acanthias,,1970,2014,1982,2014,,,,,,,,,,,,,Low,NA,NA,0.5,0.9,2008,0.01,0.4,0.01,0.4,1994,2014,CPUE,F,"Catch=landings from FishStat (Greece), Biomass estimates standardized relative to max value. RF int 2008 0.01-0.4, final 0.01-0.4",,
Mediterranean,Aegean Sea,TRACHMED_AL,Plankton feeders,Mediterranean horse mackerel in Aegean Sea,Mediterranean horse mackerel ,Trachurus mediterraneus,,1970,2014,1975,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,1995,0.2,0.6,0.01,0.4,1994,2014,CPUE,F,"Catch=landings from FishStat (Greece+Turkey), Biomass estimates standardized relative to max value",,
Mediterranean,Aegean Sea,TRACTRA_AL,Plankton feeders,Atlantic horse mackerel in Aegean Sea,Atlantic horse mackerel,Trachurus trachurus,,1970,2014,1982,2014,,,,,,,,,,,,,Medium,0.22,0.98,0.2,0.6,2000,0.01,0.4,0.01,0.4,1994,2014,CPUE,F,"Catch=landings from FishStat (Greece+Turkey), Biomass estimates standardized relative to max value",,
Mediterranean,Aegean Sea,UMBRCIR_AL,Benthic fish & inv.,Shi drum in Aegean Sea,Shi drum,Umbrina cirrosa,,1982,2014,1982,2014,,,,,,,,,,,,,Medium,0.59,1.2,0.5,0.9,NA,NA,NA,0.01,0.3,NA,NA,None,F,Catch=landings from FishStat (Greece). RF final 0.3,,
Mediterranean,Aegean Sea,ZEUSFAB_AL,Large predators,John Dory in Aegean Sea,John Dory,Zeus faber,,1970,2014,1982,2014,,,,,,,,,,,,,Low,0.29,1,0.5,0.9,1995,0.2,0.6,0.01,0.4,1994,2014,CPUE,F,"Catch=landings from FishStat (Greece+Turkey), Biomass estimates standardized relative to max value",,
Mediterranean,Balearic,ARISFOL_BA,Benthic fish & inv.,Giant red shrimp in Balearic,Giant red shrimp,Aristeomorpha foliacea,,1970,2014,1999,2014,,,,,,,,,,,,,Medium,NA,NA,0.5,0.9,2005,0.01,0.4,0.01,0.3,2001,2007,CPUE,T,"Catch=landings from FishStat (Spain), Biomass from Medits for GSAs 1-6. RF final 0.3",,
Mediterranean,Balearic,ARITANT_BA,Benthic fish & inv.,Blue and red shrimp in Balearic,Blue and red shrimp,Aristeus antennatus,excel,1970,2014,1970,2014,,,,,,0.25,,,,,,1.05,Medium,NA,NA,0.01,0.4,1995,0.01,0.4,0.01,0.4,2000,2006,CPUE,F,"Catch=landings from FishStat (Spain, Algeria), Biomass from Medits for GSAs 1-6",,
Mediterranean,Balearic,BOOPBOO_BA,Plankton feeders,Bogue in Balearic,Bogue,Boops boops,,1970,2014,1974,2014,,,,,,,,,,,,,Medium,0.31,1.1,0.2,0.6,1992,0.01,0.4,0.1,0.5,NA,NA,None,F,"Catch=landings from FishStat (Algeria, Spain, Morocco). RF int 1992 0.01-0.4, final 0.1-0.5 ",,
Mediterranean,Balearic,CONGCON_BA,Benthic fish & inv.,Conger eel in Balearic,Conger eel,Conger conger,,1970,2014,1980,2014,,,,,,,,,,,,,Medium,0.16,0.46,0.5,0.9,2005,0.01,0.4,0.01,0.2,NA,NA,None,F,"Catch=landings from FishStat (Algeria, Spain, Morocco). RF int 2005 0.01-0.4, final 0.2",,
Mediterranean,Balearic,ENGRENC_BA,Plankton feeders,Anchovy in Balearic,European anchovy,Engraulis encrasicolus,excel,1970,2014,1970,2014,,,,,,0.35,,,,,,0.89,High,0.26,1.16,0.01,0.4,1995,0.01,0.4,0.01,0.4,2003,2014,CPUE,F,"Catch=landings from FishStat (Algeria, Morocco, Spain), Average Biomass from MEDIAS for GSAs 1 & 6. RF 0.01-0.4 ",,
Mediterranean,Balearic,LEPIWHI_BA,Benthic fish & inv.,Megrim in Balearic,Megrim,Lepidorhombus whiffiagonis,,1970,2014,1974,2014,,,,,,,,,,,,,Low,0.34,1,0.5,0.9,NA,NA,NA,0.01,0.2,NA,NA,None,F,Catch=landings from FishStat (Spain). RF final 0.2,,
Mediterranean,Balearic,LOLIVUL_BA,Benthic fish & inv.,European squid in Balearic,European squid,Loligo vulgaris,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,1998,0.01,0.4,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Algeria, Spain).RF final 0.3",,
Mediterranean,Balearic,MERLMER_BA,Large predators,Hake in Balearic,European hake,Merluccius merluccius,"STECF 15-18, M from Colloca et al 2013",1970,2014,1970,2014,,,31,,,0.15,,,,0.47,,1.12,Medium,0.22,0.95,0.2,0.6,1995,0.01,0.4,0.01,0.2,2003,2014,CPUE,F,"Catch=landings from FishStat (Algeria, France, Morocco, Spain), Biomass from Medits for GSAs 1,5,6 (SGMED 2015, Part 1- 1,5,6,7 minus 7)",,
Mediterranean,Balearic,MICMPOU_BA,Large predators,Blue whiting in Balearic,Blue whiting,Micromesistius poutassou,excel,1970,2014,1980,2014,,,,,,0.32,,,,,,1.05,Medium,0.21,1.09,0.5,0.9,NA,NA,NA,0.01,0.2,1994,2009,CPUE,F,Catch=landings from FishStat (Spain),,
Mediterranean,Balearic,MULLBAR_BA,Benthic fish & inv.,Red mullet in Balearic,Red mullet,Mullus barbatus,Colloca et al 2013,1970,2014,1999,2014,,,,,,0.4,,,,0.29,,1.11,Medium,0.22,1.25,0.2,0.6,2005,0.2,0.6,0.1,0.5,1999,2009,CPUE,F,"Catch=landings from FishStat (Spain), Biomass from Medits for GSAs 1-6. RF final 0.1-0.5",,
Mediterranean,Balearic,MULLSUR_BA,Benthic fish & inv.,Surmulet in Balearic,Surmulet,Mullus surmuletus,Colloca et al 2013,1970,2014,1999,2014,,,,,,0.73,,,,0.31,,0.46,Medium,0.46,1.58,0.2,0.6,NA,NA,NA,0.01,0.3,1994,2009,CPUE,F,Catch=landings from FishStat (Spain). RF final 0.3,,
Mediterranean,Balearic,NEPRNOR_BA,Benthic fish & inv.,Norway lobster in Balearic,Norway lobster,Nephrops norvegicus,excel,1970,2014,1970,2014,,,,,,0.13,,,,,,0.45,Medium,NA,NA,0.01,0.4,1995,0.01,0.4,0.01,0.4,1994,2009,CPUE,F,"Catch=landings from FishStat (Algeria, Spain, Morocco), Biomass from Medits for GSAs 1-6",,
Mediterranean,Balearic,PAGEERY_BA,Benthic fish & inv.,Common pandora in Balearic,Common pandora,Pagellus erythrinus,,1970,2014,1995,2014,,,,,,,,,,,,,Medium,0.22,0.97,0.2,0.6,2000,0.2,0.6,0.2,0.6,1994,2009,CPUE,F,"Catch=landings from FishStat (Algeria, Spain, Morocco)",,
Mediterranean,Balearic,PAPELON_BA,Benthic fish & inv.,Pink shrimp in Balearic,Pink shrimp,Parapenaeus longirostris,excel,1970,2014,1970,2014,,,,,,0.31,,,,,,0.95,High,NA,NA,0.01,0.4,2005,0.01,0.4,0.01,0.3,2000,2006,CPUE,F,"Catch=landings from FishStat (Algeria, Spain), Biomass from Medits for GSAs 1-6. RF int 2005 0.01-0.4, final 0.3",,
Mediterranean,Balearic,PHYCBLE_BA,Benthic fish & inv.,Greater forkbeard in Balearic,Greater forkbeard,Phycis blennoides,,1970,2014,1974,2014,,,,,,,,,,,,,Medium,0.28,0.76,0.2,0.6,1997,0.01,0.4,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Algeria, Spain, Morocco). RF final 0.3",,
Mediterranean,Balearic,SARDPIL_BA,Plankton feeders,Sardine in Balearic,European pilchard,Sardina pilchardus,excel,1970,2014,1990,2014,,,,,,,,,,,,2.55,Medium,0.27,1.1,0.2,0.6,2005,0.2,0.6,0.01,0.4,2003,2014,CPUE,F,"Catch=landings from FishStat (Spain, Morocco, Algeria, France), Average Biomass from MEDIAS for GSAs 1 & 6. RF start 1990 0.2-0.6, int 2005 0.2-0.6, final 0.4",,
Mediterranean,Balearic,SARIAUR_BA,Plankton feeders,Round sardinella in Balearic,Round sardinella,Sardinella aurita,,1970,2014,1982,2014,,,,,,,,,,,,,High,0.24,1.26,0.2,0.6,2010,0.01,0.4,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Algeria, Spain, Morocco).  RF int 2010 0.01-0.4, final 0.01-0.3",,
Mediterranean,Balearic,SCOMPNE_BA,Plankton feeders,Atlantic chub mackerel in Balearic,Atlantic chub mackerel,Scomber colias,,1970,2014,1970,2014,,,,,,,,,,,,,High,0.31,1.17,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Spain, Morocco)",,
Mediterranean,Balearic,SCOMSCO_BA,Plankton feeders,Atlantic mackerel in Balearic,Atlantic mackerel,Scomber scombrus,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.23,1,0.2,0.6,NA,NA,NA,0.1,0.5,1994,2009,CPUE,F,"Catch=landings from FishStat (Algeria, France, Spain). RF final 0.1-0.5",,
Mediterranean,Balearic,SEPIOFF_BA,Benthic fish & inv.,Common cuttlefish in Balearic,common cuttlefish,Sepia officinalis,,1970,2014,1989,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,NA,NA,NA,0.01,0.3,NA,NA,None,F,Catch=landings from FishStat (Algeria). RF final 0.01-0.3,,
Mediterranean,Balearic,SOLEVUL_BA,Benthic fish & inv.,Common sole in Balearic,Common sole,Solea solea,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.21,1.02,0.2,0.6,2005,0.01,0.4,0.01,0.3,1994,2009,CPUE,F,"Catch=landings from FishStat (Algeria, Spain, Morocco). RF int 2005 0.01-0.4, final 0.3",,
Mediterranean,Balearic,TRISLUS_BA,Benthic fish & inv.,Pouting in Balearic,Pouting,Trisopterus minutus,,1970,2014,1996,2014,,,,,,,,,,,,,Medium,0.37,1.59,0.5,0.9,2005,0.01,0.4,0.01,0.4,1994,2009,CPUE,F,"Catch=landings from FishStat (Spain, Morocco)",,
Mediterranean,Cyprus,BOOPBOO_CY,Plankton feeders,Bogue in Cypriot waters,Bogue,Boops boops,excel,1970,2014,1990,2014,,,,,,0.24,,,,,,0.37,Medium,0.31,1.1,0.2,0.6,NA,NA,NA,0.01,0.3,NA,NA,None,F,Catch=landings from FishStat Based on Cypriot catches only. RF final 0.3. GS OK,,
Mediterranean,Cyprus,DENTDEN_CY,Benthic fish & inv.,Common dentex in Cypriot waters,Common dentex,Dentex dentex,,1970,2014,1972,2014,,,,,,,,,,,,,Low,0.15,0.73,0.2,0.6,NA,NA,NA,0.01,0.2,NA,NA,None,F,Catch=landings from FishStat Based on Cypriot catches only. RF final 0.2. GS OK,,
Mediterranean,Cyprus,MULLBAR_CY,Benthic fish & inv.,Red mullet in Cypriot waters,Red mullet,Mullus barbatus,Colloca et al 2013,1970,2014,1980,2014,,,,,,0.22,,,,0.1,,0.46,Medium,0.22,1.25,0.2,0.6,1995,0.01,0.4,0.01,0.3,2005,2013,CPUE,F,"Catch=landings from FishStat Based on Cypriot catches only, CPUE from MEDITS. GS final 0.3",,
Mediterranean,Cyprus,MULLSUR_CY,Benthic fish & inv.,Surmullet in Cypriot waters,Surmullet,Mullus surmuletus,excel,1970,2014,1980,2014,,,,,,0.23,,,,,,0.49,Medium,0.46,1.58,0.01,0.4,1995,0.01,0.4,0.01,0.4,2005,2013,CPUE,F,"Catch=landings from FishStat Based on Cypriot catches only, CPUE from MEDITS. GS OK",,
Mediterranean,Cyprus,PAGEACA_CY,Benthic fish & inv.,Axillary seabream in Cypriot waters,Axillary seabream,Pagellus acarne,,1970,2014,1972,2014,,,,,,,,,,,,,Medium,0.28,1.08,0.01,0.4,1995,0.01,0.4,0.01,0.4,2005,2013,CPUE,F,"Catch=landings from FishStat Based on Cypriot catches only, CPUE from MEDITS. GS OK",,
Mediterranean,Cyprus,PAGEERY_CY,Benthic fish & inv.,Common pandora in Cypriot waters,Common pandora,Pagellus erythrinus,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.22,0.97,0.2,0.6,1995,0.01,0.4,0.01,0.4,2005,2013,CPUE,F,"Catch=landings from FishStat Based on Cypriot catches only, CPUE from MEDITS. GS OK",,
Mediterranean,Cyprus,PAGRPAG_CY,Benthic fish & inv.,Red porgy in Cypriot waters,Red porgy,Pagrus pagrus,,1970,2014,1972,2014,,,,,,,,,,,,,Medium,0.27,0.86,0.2,0.6,NA,NA,NA,0.01,0.3,NA,NA,None,F,Catch=landings from FishStat Based on Cypriot catches only. RF final 0.3. GS OK,,
Mediterranean,Cyprus,SEPIOFF_CY,Benthic fish & inv.,Common cuttlefish in Cypriot waters,common cuttlefish,Sepia officinalis,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,NA,NA,NA,0.01,0.3,NA,NA,None,F,Catch=landings from FishStat Based on Cypriot catches only. RF final 0.3. GS OK,,
Mediterranean,Cyprus,SERIDUM_CY,Large predators,Greater amberjack in Cypriot waters,Greater amberjack,Seriola dumerili,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.44,0.84,0.2,0.6,NA,NA,NA,0.01,0.3,NA,NA,None,F,Catch=landings from FishStat Based on Cypriot catches only. RF final 0.3. GS OK,,
Mediterranean,Cyprus,SPICSMA_CY,Plankton feeders,Picarel in Cypriot waters,Picarel,Spicara smaris,excel,1970,2014,1980,2014,,,,,,0.24,,,,,,0.37,Medium,NA,NA,0.2,0.6,NA,NA,NA,0.01,0.3,NA,NA,None,F,Catch=landings from FishStat Based on Cypriot catches only. GS final 0.3,,
Mediterranean,Ionian Sea,ARISFOL_IS,Benthic fish & inv.,Giant red shrimp in Ionian Sea,Giant red shrimp,Aristeomorpha foliacea,STECF 16-08,1970,2014,1995,2014,,,44,,,0.29,,,,,,0.66,Medium,NA,NA,0.2,0.6,2000,0.01,0.4,0.01,0.4,1994,2010,CPUE,F,"Catch=landings from FishStat (Italy), Biomass from Medits for GSAs 19+20. GS OK",,
Mediterranean,Ionian Sea,ATHEBOY_IS,Plankton feeders,Sand smelt in Ionian Sea,Big scale sand smelt,Atherina boyeri,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.33,1.74,0.5,0.9,NA,NA,NA,0.01,0.4,NA,NA,None,F,"Catch=landings from FishStat (Tunisia, Greece, Italy, Albania). RF final 0.3. GS final 0.4",,
Mediterranean,Ionian Sea,BELOBEL_IS,Large predators,Garfish in Ionian Sea,Garfish,Belone belone,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.19,1,0.5,0.9,2000,0.2,0.6,0.01,0.4,NA,NA,None,F,"Catch=landings from FishStat (Italy, Greece, Tunisia, Albania). RF int 2000 0.2-0.6, final 0.01-0.4. GS OK ",,
Mediterranean,Ionian Sea,BOOPBOO_IS,Plankton feeders,Bogue in Ionian Sea,Bogue,Boops boops,,1970,2014,1973,2014,,,,,,,,,,,,,Medium,0.31,1.1,0.5,0.9,1995,0.2,0.6,0.01,0.3,1994,2010,CPUE,F,"Catch=landings from FishStat (Italy+Greece+Albania), Biomass from Medits for GSAs 19+20. RF final 0.3. GS OK",,
Mediterranean,Ionian Sea,CONGCON_IS,Benthic fish & inv.,Conger eel in Ionian Sea,Conger eel,Conger conger,,1970,2014,1994,2014,,,,,,,,,,,,,Medium,0.16,0.46,0.4,0.8,2004,0.4,0.8,0.1,0.5,NA,NA,None,F,"Catch=landings from FishStat (Malta, Greece, Italy, Tunisia, Albania). RF start 0.4-0.8, int 2004 0.4-0.8, final 0.1-0.5. GS OK",,
Mediterranean,Ionian Sea,CORYHIP_IS,Large predators,Common dolphinfish in Ionian Sea,Common dolphinfish,Coryphaena hippurus,,1970,2014,1970,2014,,,,,,,,,,,,,High,0.39,1.54,0.5,0.9,NA,NA,NA,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Libya, Italy, Malta, Tunisia). RF final 0.3. GS OK",,
Mediterranean,Ionian Sea,DENTDEN_IS,Benthic fish & inv.,Common dentex in Ionian Sea,Common dentex,Dentex dentex,,1970,2014,1972,2014,,,,,,,,,,,,,Low,0.15,0.73,0.4,0.8,2000,0.01,0.3,0.01,0.4,NA,NA,None,F,"Catch=landings from FishStat (Tunisia, Malta, Greece, Libya, Italy, Albania). RF start 0.4-0.8, int 2000 0.01-0.3, final 0.01-0.4. GS OK",,
Mediterranean,Ionian Sea,DICELAB_IS,Large predators,European seabass in Ionian Sea,European seabass,Dicentrarchus labrax,,1970,2014,1970,2014,,,,,,,,,,,,,Low,0.17,0.88,0.2,0.6,NA,NA,NA,0.01,0.2,NA,NA,None,F,Catch=landings from FishStat. RF final 0.2. GS OK,,
Mediterranean,Ionian Sea,ELEDCIR_IS,Benthic fish & inv.,Horned octopus in Ionian Sea,Horned octopus,Eledone cirrosa,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,NA,NA,0.4,0.8,2005,0.4,0.8,0.2,0.6,NA,NA,None,F,"Catch=landings from FishStat (Italy). RF start 0.4-0.8, int 2005 0.4-0.8, final 0.2-0.6",,
Mediterranean,Ionian Sea,ENGRENC_IS,Plankton feeders,Anchovy in Ionian Sea,European anchovy,Engraulis encrasicolus,,1970,2014,1970,2014,,,,,,,,,,,,,High,0.26,1.16,0.4,0.8,2000,0.4,0.8,0.01,0.3,1994,2010,CPUE,F,"Catch=landings from FishStat (Greece, Italy, Albania), Biomass from Medits for GSA 20. RF start 0.4-0.8, int 2000 0.4-0.8, final 0.01-0.3.",,
Mediterranean,Ionian Sea,EPINGUA_IS,Large predators,Dusky grouper in Ionian Sea,Dusky grouper,Epinephelus marginatus,,1970,2014,1985,2014,,,,,,,,,,,,,Low,0.11,0.57,0.2,0.6,2000,0.01,0.4,0.01,0.1,NA,NA,None,F,"Catch=landings from FishStat (Greece, Italy). RF start 1985, int 2000 0.01-0.4, final 0.01-0.1. GS OK ",,
Mediterranean,Ionian Sea,ILLECOI_IS,Benthic fish & inv.,Shortfin squid in Ionian Sea,Shortfin squid,Illex coindetii,,1970,2014,1973,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,2000,0.1,0.5,0.01,0.3,1994,2010,CPUE,F,"Catch=landings from FishStat (Italy), Biomass from Medits for GSAs 19+20. RF int 2000 0.1-0.5, final 0.01-0.3. GS OK",,
Mediterranean,Ionian Sea,MERLMER_IS,Large predators,Hake in Ionian Sea,European hake,Merluccius merluccius,"STECF 16-08, M from Colloca et al 2013",1970,2014,1980,2014,,,452,,,0.18,,,,0.27,,0.87,Medium,0.22,0.95,0.5,0.9,1993,0.5,0.9,0.01,0.1,1994,2014,CPUE,F,"Catch=landings from FishStat (Greece, Italy, Albania), Biomass from Medits for GSAs 19 (SGMED 2015 Part 2, Table 5.2.2.6.1.3.1). GS OK",,
Mediterranean,Ionian Sea,MICRPOU_IS,Large predators,Blue whiting in Ionian Sea,Blue whiting,Micromesistius poutassou,,1970,2014,1975,2014,,,,,,,,,,,,,Medium,0.21,1.09,0.5,0.9,2000,0.01,0.4,0.01,0.2,NA,NA,None,F,"Catch=landings from FishStat (Greece, Italy). RF int 2000 0.01-0.4, final 0.2. GS OK",,
Mediterranean,Ionian Sea,MULLBAR_IS,Benthic fish & inv.,Red mullet in Ionian Sea,Red mullet,Mullus barbatus,STECF 16-08,1970,2014,1974,2014,,,496,,,0.45,,,,,,0.99,Medium,0.22,1.25,0.5,0.9,1992,0.2,0.6,0.01,0.1,1994,2014,CPUE,F,"Catch=landings from FishStat, Biomass from Medits for GSAs 19+20. GS OK",,
Mediterranean,Ionian Sea,MULLSUR_IS,Benthic fish & inv.,Surmulet in Ionian Sea,Surmulet,Mullus surmuletus,,1970,2014,1982,2014,,,,,,,,,,,,,Medium,0.46,1.58,0.2,0.6,2000,0.01,0.4,0.01,0.3,1994,2014,CPUE,F,"Greek landings from FishStat, Italian biomass. RF final 0.3. GS OK",,
Mediterranean,Ionian Sea,NEPRNOR_IS,Benthic fish & inv.,Norway lobster in Ionian Sea,Norway lobster,Nephrops norvegicus,,1970,2014,1980,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,2003,0.01,0.4,0.01,0.3,1994,2010,CPUE,F,"Catch=landings from FishStat (Italy), Biomass from Medits for GSAs 19+20. RF start 1980, int 2003, final 0.3. GS OK",,
Mediterranean,Ionian Sea,OCTOVUL_IS,Benthic fish & inv.,Common octopus in Ionian Sea,Common octopus,Octopus vulgaris,,1970,2014,1975,2014,,,,,,,,,,,,,Medium,0.4,1,0.5,0.9,2000,0.1,0.5,0.01,0.2,1994,2010,CPUE,F,"Catch=landings from FishStat (Italy, Greece, Albania), Biomass from Medits for GSAs 19+20. RF int 0.1-0.5, final 0.2. GS OK",,
Mediterranean,Ionian Sea,PAGRPAG_IS,Benthic fish & inv.,Red porgy in Ionian Sea,Red porgy,Pagrus pagrus,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.27,0.86,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Tunisia, Malta, Greece). GS OK",,
Mediterranean,Ionian Sea,PALIELE_IS,Benthic fish & inv.,Common spiny lobster in Ionian Sea,Common spiny lobster,Palinurus elephas,,1970,2014,1975,2014,,,,,,,,,,,,,Low,NA,NA,0.2,0.6,NA,NA,NA,0.01,0.3,NA,NA,None,F,Catch=landings from FishStat (Italy). RF final 0.3. GS OK,,
Mediterranean,Ionian Sea,PARELON_IS,Benthic fish & inv.,Pink shrimp in Ionian Sea,Pink shrimp,Parapeneaus longirostris,STECF 16-08,1970,2014,1970,2014,,,386,,,0.89,,,,,,1.45,High,NA,NA,0.2,0.6,2000,0.01,0.4,0.01,0.4,1994,2014,CPUE,F,"Catch=landings from FishStat (Italy+Greece), Biomass from Medits for GSA 19 SGMED 2015 Table 5.2.11.6.1.3.1.1. GS OK",,
Mediterranean,Ionian Sea,PENAKER_IS,Benthic fish & inv.,Caramote prawn in Ionian Sea,Caramote prawn,Penaeus kerathurus,,1970,2014,1994,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,2000,0.01,0.4,0.2,0.6,NA,NA,None,F,Catch=landings from FishStat (Italy+Greece+Albania). GS final 0.2-0.6; scientific name changed,,
Mediterranean,Ionian Sea,PSETMAX_IS,Benthic fish & inv.,Turbot in Ionian Sea,Turbot,Scophthalmus maximus,,1970,2014,1970,2013,,,,,,,,,,,,,Medium,0.25,0.82,0.5,0.9,NA,NA,NA,0.01,0.3,NA,NA,None,F,Catch=landings from FishStat. RF final 0.3. GS OK,,
Mediterranean,Ionian Sea,SARDPIL_IS,Plankton feeders,Sardine in Ionian Sea,European sardine,Sardina pilchardus,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.27,1.1,0.2,0.6,2000,0.01,0.4,0.01,0.3,1994,2010,CPUE,F,"Catch=landings from FishStat (Italy+Greece+Albania), Biomass from Medits for GSA 20. RF final 0.3. ",,
Mediterranean,Ionian Sea,SCOMPNE_IS,Plankton feeders,Atlantic chub mackerel in Ionian Sea,Atlantic chub mackerel,Scomber colias,,1970,2014,1996,2014,,,,,,,,,,,,,High,0.31,1.17,0.2,0.6,2000,0.01,0.4,0.01,0.4,NA,NA,None,F,Catch=landings from FishStat. GS OK,,
Mediterranean,Ionian Sea,SCOMSCO_IS,Plankton feeders,Atlantic mackerel in Ionian Sea,Atlantic mackerel,Scomber scombrus,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.23,1,0.2,0.6,2000,0.01,0.4,0.01,0.3,1994,2010,CPUE,F,"Catch=landings from FishStat (Greece, Italy, Albania), Biomass from Medits for GSAs 19+20. RF final 0.3. GS OK",,
Mediterranean,Ionian Sea,SEPIOFF_IS,Benthic fish & inv.,Common cuttlefish in Ionian Sea,Common cuttlefish,Sepia officinalis,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,NA,NA,NA,0.3,0.7,NA,NA,None,F,"Catch=landings from FishStat (Malta, Greece, Tunisia, Albania, Libya). RF final 0.3-0.7. GS OK",,
Mediterranean,Ionian Sea,SOLEVUL_IS,Benthic fish & inv.,Common sole in Ionian Sea,Common sole,Solea solea,,1970,2014,1985,2014,,,,,,,,,,,,,Medium,0.21,1.02,0.2,0.6,2000,0.01,0.4,0.01,0.2,NA,NA,None,F,"Catch=landings from FishStat (Greece, Italy, Albania). RF start 1985, int 2000 0.01-0.4, final 0.2. GS OK",,
