"Stock","yr","ct","bt",,,,,,,,,
"Gadu_mor_Iceland",2012,201627.537,408345,,,,,,,,,
"Gadu_mor_Iceland",2013,229681.8531,447024,,,,,,,,,
"Gadu_mor_Iceland",2014,231543.2343,417504,,,,,,,,,
"Isti_ind_IndianOcean",1950,206.0431213,,,,,,,,,,
"Isti_ind_IndianOcean",1951,111.4722653,,,,,,,,,,
"Isti_ind_IndianOcean",1952,241.0360319,,,,,,,,,,
"Isti_ind_IndianOcean",1953,595.231829,,,,,,,,,,
"Isti_ind_IndianOcean",1954,960.8864321,,,,,,,,,,
"Isti_ind_IndianOcean",1955,1099.816443,,,,,,,,,,
"Isti_ind_IndianOcean",1956,1605.381931,,,,,,,,,,
"Isti_ind_IndianOcean",1957,1746.73201,,,,,,,,,,
"Isti_ind_IndianOcean",1958,1656.69495,,,,,,,,,,
"Isti_ind_IndianOcean",1959,1632.248355,,,,,,,,,,
"Isti_ind_IndianOcean",1960,1881.404098,,,,,,,,,,
"Isti_ind_IndianOcean",1961,1958.854999,,,,,,,,,,
"Isti_ind_IndianOcean",1962,1949.159959,,,,,,,,,,
"Isti_ind_IndianOcean",1963,1433.304278,,,,,,,,,,
"Isti_ind_IndianOcean",1964,1755.356575,,,,,,,,,,
"Isti_ind_IndianOcean",1965,1466.651405,,,,,,,,,,
"Isti_ind_IndianOcean",1966,1394.244361,,,,,,,,,,
"Isti_ind_IndianOcean",1967,1600.016294,,,,,,,,,,
"Isti_ind_IndianOcean",1968,2236.881558,,,,,,,,,,
"Isti_ind_IndianOcean",1969,2185.453964,,,,,,,,,,
"Isti_ind_IndianOcean",1970,2394.407793,,,,,,,,,,
"Isti_ind_IndianOcean",1971,1816.240041,,,,,,,,,,
"Isti_ind_IndianOcean",1972,1415.789724,,,,,,,,,,
"Isti_ind_IndianOcean",1973,970.0657146,,,,,,,,,,
"Isti_ind_IndianOcean",1974,1651.993778,,,,,,,,,,
"Isti_ind_IndianOcean",1975,1510.967718,,,,,,,,,,
"Isti_ind_IndianOcean",1976,1128.122457,,,,,,,,,,
"Isti_ind_IndianOcean",1977,989.9216936,,,,,,,,,,
"Isti_ind_IndianOcean",1978,1145.951348,,,,,,,,,,
"Isti_ind_IndianOcean",1979,1362.859959,,,,,,,,,,
"Isti_ind_IndianOcean",1980,1886.821606,,,,,,,,,,
"Isti_ind_IndianOcean",1981,1430.143331,,,,,,,,,,
"Isti_ind_IndianOcean",1982,2659.620773,,,,,,,,,,
"Isti_ind_IndianOcean",1983,2654.571294,,,,,,,,,,
"Isti_ind_IndianOcean",1984,2544.716476,,,,,,,,,,
"Isti_ind_IndianOcean",1985,2793.25373,,,,,,,,,,
"Isti_ind_IndianOcean",1986,2958.091652,,,,,,,,,,
"Isti_ind_IndianOcean",1987,3092.969539,,,,,,,,,,
"Isti_ind_IndianOcean",1988,2980.807384,,,,,,,,,,
"Isti_ind_IndianOcean",1989,3409.538465,,,,,,,,,,
"Isti_ind_IndianOcean",1990,3487.113503,,,,,,,,,,
"Isti_ind_IndianOcean",1991,3285.40338,,,,,,,,,,
"Isti_ind_IndianOcean",1992,4508.919399,,,,,,,,,,
"Isti_ind_IndianOcean",1993,5008.790801,,,,,,,,,,
"Isti_ind_IndianOcean",1994,6719.873775,,,,,,,,,,
"Isti_ind_IndianOcean",1995,6037.494403,,,,,,,,,,
"Isti_ind_IndianOcean",1996,6929.318411,,,,,,,,,,
"Isti_ind_IndianOcean",1997,7989.906391,,,,,,,,,,
"Isti_ind_IndianOcean",1998,6637.298701,,,,,,,,,,
"Isti_ind_IndianOcean",1999,7401.027869,,,,,,,,,,
"Isti_ind_IndianOcean",2000,9306.361985,,,,,,,,,,
"Isti_ind_IndianOcean",2001,8757.097966,,,,,,,,,,
"Isti_ind_IndianOcean",2002,8260.026485,,,,,,,,,,
"Isti_ind_IndianOcean",2003,10202.4514,,,,,,,,,,
"Isti_ind_IndianOcean",2004,14035.63158,,,,,,,,,,
"Isti_ind_IndianOcean",2005,12207.27955,,,,,,,,,,
"Isti_ind_IndianOcean",2006,12939.97384,,,,,,,,,,
"Isti_ind_IndianOcean",2007,11394.47243,,,,,,,,,,
"Isti_ind_IndianOcean",2008,12164.38243,,,,,,,,,,
"Isti_ind_IndianOcean",2009,12622.66087,,,,,,,,,,
"Isti_ind_IndianOcean",2010,11207.38539,,,,,,,,,,
"Isti_ind_IndianOcean",2011,13727.62394,,,,,,,,,,
"Isti_ind_IndianOcean",2012,16646.72691,,,,,,,,,,
"Isti_ind_IndianOcean",2013,19302.91194,,,,,,,,,,
"Isti_ind_IndianOcean",2014,22331.10693,,,,,,,,,,
"Isti_pla_IndianOcean",1950,1608.819631,,,,,,,,,,
"Isti_pla_IndianOcean",1951,1186.887363,,,,,,,,,,
"Isti_pla_IndianOcean",1952,1283.213704,,,,,,,,,,
"Isti_pla_IndianOcean",1953,1395.933189,,,,,,,,,,
"Isti_pla_IndianOcean",1954,1687.70627,,,,,,,,,,
"Isti_pla_IndianOcean",1955,2142.741687,,,,,,,,,,
"Isti_pla_IndianOcean",1956,2268.539067,,,,,,,,,,
"Isti_pla_IndianOcean",1957,1976.39693,,,,,,,,,,
"Isti_pla_IndianOcean",1958,1910.586183,,,,,,,,,,
"Isti_pla_IndianOcean",1959,2246.64298,,,,,,,,,,
"Isti_pla_IndianOcean",1960,2814.106772,,,,,,,,,,
"Isti_pla_IndianOcean",1961,2950.97614,,,,,,,,,,
"Isti_pla_IndianOcean",1962,2454.625829,,,,,,,,,,
"Isti_pla_IndianOcean",1963,2710.915902,,,,,,,,,,
"Isti_pla_IndianOcean",1964,3007.890028,,,,,,,,,,
"Isti_pla_IndianOcean",1965,2869.792889,,,,,,,,,,
"Isti_pla_IndianOcean",1966,3264.679967,,,,,,,,,,
"Isti_pla_IndianOcean",1967,3424.353214,,,,,,,,,,
"Isti_pla_IndianOcean",1968,3483.663446,,,,,,,,,,
"Isti_pla_IndianOcean",1969,3097.797559,,,,,,,,,,
"Isti_pla_IndianOcean",1970,3126.457994,,,,,,,,,,
"Isti_pla_IndianOcean",1971,3180.359838,,,,,,,,,,
"Isti_pla_IndianOcean",1972,3113.484758,,,,,,,,,,
"Isti_pla_IndianOcean",1973,3168.6777,,,,,,,,,,
"Isti_pla_IndianOcean",1974,4330.241199,,,,,,,,,,
"Isti_pla_IndianOcean",1975,4687.204031,,,,,,,,,,
"Isti_pla_IndianOcean",1976,5718.95588,,,,,,,,,,
"Isti_pla_IndianOcean",1977,5020.159946,,,,,,,,,,
"Isti_pla_IndianOcean",1978,4653.636067,,,,,,,,,,
"Isti_pla_IndianOcean",1979,5737.653115,,,,,,,,,,
"Isti_pla_IndianOcean",1980,6263.929086,,,,,,,,,,
"Isti_pla_IndianOcean",1981,5024.581924,,,,,,,,,,
"Isti_pla_IndianOcean",1982,8239.263678,,,,,,,,,,
"Isti_pla_IndianOcean",1983,6099.823785,,,,,,,,,,
"Isti_pla_IndianOcean",1984,6829.736955,,,,,,,,,,
"Isti_pla_IndianOcean",1985,7642.833771,,,,,,,,,,
"Isti_pla_IndianOcean",1986,8892.220392,,,,,,,,,,
"Isti_pla_IndianOcean",1987,8531.879744,,,,,,,,,,
"Isti_pla_IndianOcean",1988,10996.82839,,,,,,,,,,
"Isti_pla_IndianOcean",1989,12828.51328,,,,,,,,,,
"Isti_pla_IndianOcean",1990,13658.16032,,,,,,,,,,
"Isti_pla_IndianOcean",1991,12363.48848,,,,,,,,,,
"Isti_pla_IndianOcean",1992,13881.30026,,,,,,,,,,
"Isti_pla_IndianOcean",1993,14902.64907,,,,,,,,,,
"Isti_pla_IndianOcean",1994,17657.5632,,,,,,,,,,
"Isti_pla_IndianOcean",1995,19438.03994,,,,,,,,,,
"Isti_pla_IndianOcean",1996,20603.79854,,,,,,,,,,
"Isti_pla_IndianOcean",1997,21218.05221,,,,,,,,,,
"Isti_pla_IndianOcean",1998,18268.7814,,,,,,,,,,
"Isti_pla_IndianOcean",1999,20375.42269,,,,,,,,,,
"Isti_pla_IndianOcean",2000,23385.29278,,,,,,,,,,
"Isti_pla_IndianOcean",2001,22826.89634,,,,,,,,,,
"Isti_pla_IndianOcean",2002,23022.46637,,,,,,,,,,
"Isti_pla_IndianOcean",2003,26226.44864,,,,,,,,,,
"Isti_pla_IndianOcean",2004,29220.04705,,,,,,,,,,
"Isti_pla_IndianOcean",2005,23892.60098,,,,,,,,,,
"Isti_pla_IndianOcean",2006,26905.47466,,,,,,,,,,
"Isti_pla_IndianOcean",2007,29966.90691,,,,,,,,,,
"Isti_pla_IndianOcean",2008,32077.88911,,,,,,,,,,
"Isti_pla_IndianOcean",2009,34811.05404,,,,,,,,,,
"Isti_pla_IndianOcean",2010,38502.26825,,,,,,,,,,
"Isti_pla_IndianOcean",2011,46709.77561,,,,,,,,,,
"Isti_pla_IndianOcean",2012,44724.04955,,,,,,,,,,
"Isti_pla_IndianOcean",2013,46773.08779,,,,,,,,,,
"Isti_pla_IndianOcean",2014,44751.83104,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1950,3749.641985,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1951,3629.287776,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1952,3735.019887,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1953,4858.729056,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1954,4654.309263,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1955,3597.03407,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1956,3898.997455,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1957,3506.003701,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1958,3679.546012,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1959,3659.728466,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1960,4241.499824,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1961,5552.062035,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1962,9396.851433,,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1963,17372.72077,99.86,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1964,14303.46606,727.67,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1965,22749.13538,237.79,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1966,22366.90179,1062.61,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1967,21525.65345,159.18,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1968,49264.84793,409.33,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1969,30643.7821,37.5,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1970,47399.20598,5.29,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1971,77858.14765,866.63,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1972,78263.22714,344.69,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1973,79573.17755,67.49,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1974,121534.681,26.12,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1975,54681.46909,7.71,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1976,68396.22877,217.32,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1977,110171.2757,1192.55,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1978,106476.614,982.99,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1979,88762.30394,542.31,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1980,105897.2874,529.34,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1981,117679.6669,798.44,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1982,128676.2824,1146.41,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1983,106919.4419,285.61,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1984,98709.3708,1095.52,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1985,86867.29769,164.18,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1986,95260.90851,533.24,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1987,100072.7822,874.12,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1988,128511.0842,1984.6,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1989,101814.9954,1364.39,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1990,121586.9061,50.26,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1991,195144.9973,1345.59,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1992,146383.1097,639.63,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1993,176372.674,562.45,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1994,166183.1142,1018.91,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1995,158205.3782,206.51,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1996,135356.1887,598.01,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1997,120892.4562,313.99,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1998,136424.7236,433.57,,,,,,,,,
"Kats_pel_EastAtlanticOcean",1999,157838.9163,774.81,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2000,126709.463,620.47,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2001,132516.1193,753.83,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2002,101094.0081,963.86,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2003,132076.4131,1531.29,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2004,157200.7347,1102.65,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2005,149062.1736,937.08,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2006,117261.2414,1525.87,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2007,132509.8136,1961.57,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2008,136365.9298,2056.36,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2009,146598.0121,171.75,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2010,180461.3547,2666.7,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2011,198393.0782,1163.47,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2012,236913.6538,180.19,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2013,228511.0125,398.48,,,,,,,,,
"Kats_pel_EastAtlanticOcean",2014,208343.1516,,,,,,,,,,
"Kats_pel_IndianOcean",1950,13110.91961,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1951,20312.03663,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1952,20491.01907,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1953,20512.01737,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1954,22012.77143,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1955,22478.53746,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1956,23607.19803,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1957,26286.3554,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1958,25984.11861,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1959,27388.7705,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1960,28576.45859,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1961,27543.66171,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1962,29000.03693,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1963,32124.52514,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1964,33412.77742,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1965,37330.08109,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1966,40918.61677,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1967,40263.5402,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1968,44017.11445,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1969,45923.45015,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1970,48073.78374,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1971,48090.61801,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1972,44864.75606,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1973,49928.85207,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1974,64290.52408,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1975,50777.68385,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1976,57358.68015,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1977,57127.04388,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1978,55748.10128,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1979,60343.84794,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1980,58737.64062,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1981,64562.44623,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1982,69381.68472,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1983,78907.2295,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1984,121947.9447,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1985,154375.7137,"NA",,,,,,,,,
"Kats_pel_IndianOcean",1986,172822.5395,1.15,,,,,,,,,
"Kats_pel_IndianOcean",1987,194272.75,1.28,,,,,,,,,
"Kats_pel_IndianOcean",1988,228136.6957,1.19,,,,,,,,,
"Kats_pel_IndianOcean",1989,278209.964,1.33,,,,,,,,,
"Kats_pel_IndianOcean",1990,251959.9093,1.1,,,,,,,,,
"Kats_pel_IndianOcean",1991,279718.5616,1.25,,,,,,,,,
"Kats_pel_IndianOcean",1992,308333.2592,1.29,,,,,,,,,
"Kats_pel_IndianOcean",1993,340659.5536,1.22,,,,,,,,,
"Kats_pel_IndianOcean",1994,373151.1549,1.24,,,,,,,,,
"Kats_pel_IndianOcean",1995,372270.8214,1.28,,,,,,,,,
"Kats_pel_IndianOcean",1996,361297.0495,1.07,,,,,,,,,
"Kats_pel_IndianOcean",1997,373353.67,0.92,,,,,,,,,
"Kats_pel_IndianOcean",1998,382767.1464,0.79,,,,,,,,,
"Kats_pel_IndianOcean",1999,474431.1374,0.9,,,,,,,,,
"Kats_pel_IndianOcean",2000,470136.5416,1.15,,,,,,,,,
"Kats_pel_IndianOcean",2001,454893.7119,1.16,,,,,,,,,
"Kats_pel_IndianOcean",2002,525369.6371,1.07,,,,,,,,,
"Kats_pel_IndianOcean",2003,529693.3994,1.31,,,,,,,,,
"Kats_pel_IndianOcean",2004,514086.7608,1.25,,,,,,,,,
"Kats_pel_IndianOcean",2005,607973.7895,1.14,,,,,,,,,
"Kats_pel_IndianOcean",2006,680769.0075,1.09,,,,,,,,,
"Kats_pel_IndianOcean",2007,516922.83,0.92,,,,,,,,,
"Kats_pel_IndianOcean",2008,498161.4607,0.9,,,,,,,,,
"Kats_pel_IndianOcean",2009,488854.6498,0.95,,,,,,,,,
"Kats_pel_IndianOcean",2010,470380.4015,0.97,,,,,,,,,
"Kats_pel_IndianOcean",2011,429781.0294,0.89,,,,,,,,,
"Kats_pel_IndianOcean",2012,382724.9182,0.71,,,,,,,,,
"Kats_pel_IndianOcean",2013,483949.9814,0.63,,,,,,,,,
"Kats_pel_IndianOcean",2014,473811.9056,0.69,,,,,,,,,
"Kats_pel_Med",1950,683.5893742,"NA",,,,,,,,,
"Kats_pel_Med",1951,475.0050039,"NA",,,,,,,,,
"Kats_pel_Med",1952,576.8429352,"NA",,,,,,,,,
"Kats_pel_Med",1953,757.0870001,"NA",,,,,,,,,
"Kats_pel_Med",1954,705.1254963,"NA",,,,,,,,,
"Kats_pel_Med",1955,1122.941099,"NA",,,,,,,,,
"Kats_pel_Med",1956,955.324649,"NA",,,,,,,,,
"Kats_pel_Med",1957,193.8275006,"NA",,,,,,,,,
"Kats_pel_Med",1958,420.4030535,"NA",,,,,,,,,
"Kats_pel_Med",1959,362.1670726,"NA",,,,,,,,,
"Kats_pel_Med",1960,478.1851751,"NA",,,,,,,,,
"Kats_pel_Med",1961,482.6134897,"NA",,,,,,,,,
"Kats_pel_Med",1962,2748.738965,"NA",,,,,,,,,
"Kats_pel_Med",1963,3276.840488,"NA",,,,,,,,,
"Kats_pel_Med",1964,3374.244058,"NA",,,,,,,,,
"Kats_pel_Med",1965,3774.004464,"NA",,,,,,,,,
"Kats_pel_Med",1966,2931.452325,"NA",,,,,,,,,
"Kats_pel_Med",1967,3567.243932,"NA",,,,,,,,,
"Kats_pel_Med",1968,794.557294,"NA",,,,,,,,,
"Kats_pel_Med",1969,885.8408028,"NA",,,,,,,,,
"Kats_pel_Med",1970,1767.288077,"NA",,,,,,,,,
"Kats_pel_Med",1971,2569.598226,"NA",,,,,,,,,
"Kats_pel_Med",1972,3870.763706,"NA",,,,,,,,,
"Kats_pel_Med",1973,212.6905314,"NA",,,,,,,,,
"Kats_pel_Med",1974,142.4607129,"NA",,,,,,,,,
"Kats_pel_Med",1975,203.479566,"NA",,,,,,,,,
"Kats_pel_Med",1976,152.3542598,"NA",,,,,,,,,
"Kats_pel_Med",1977,513.4852412,"NA",,,,,,,,,
"Kats_pel_Med",1978,216,"NA",,,,,,,,,
"Kats_pel_Med",1979,296.6947154,"NA",,,,,,,,,
"Kats_pel_Med",1980,197,"NA",,,,,,,,,
"Kats_pel_Med",1981,151.4704687,"NA",,,,,,,,,
"Kats_pel_Med",1982,266.314768,"NA",,,,,,,,,
"Kats_pel_Med",1983,308.884472,"NA",,,,,,,,,
"Kats_pel_Med",1984,600.0771024,"NA",,,,,,,,,
"Kats_pel_Med",1985,919.5603979,"NA",,,,,,,,,
"Kats_pel_Med",1986,1157.362077,"NA",,,,,,,,,
"Kats_pel_Med",1987,910.9946282,"NA",,,,,,,,,
"Kats_pel_Med",1988,734.080101,"NA",,,,,,,,,
"Kats_pel_Med",1989,425.4490772,"NA",,,,,,,,,
"Kats_pel_Med",1990,682.9537769,"NA",,,,,,,,,
"Kats_pel_Med",1991,342.265363,"NA",,,,,,,,,
"Kats_pel_Med",1992,471.0807006,"NA",,,,,,,,,
"Kats_pel_Med",1993,385.9017367,"NA",,,,,,,,,
"Kats_pel_Med",1994,348.0208236,"NA",,,,,,,,,
"Kats_pel_Med",1995,566.5673186,"NA",,,,,,,,,
"Kats_pel_Med",1996,1434.779305,"NA",,,,,,,,,
"Kats_pel_Med",1997,1021.412952,"NA",,,,,,,,,
"Kats_pel_Med",1998,817.8285297,"NA",,,,,,,,,
"Kats_pel_Med",1999,1125.851696,"NA",,,,,,,,,
"Kats_pel_Med",2000,1296.010516,"NA",,,,,,,,,
"Kats_pel_Med",2001,1081.505808,"NA",,,,,,,,,
"Kats_pel_Med",2002,1013.325146,"NA",,,,,,,,,
"Kats_pel_Med",2003,776.4133151,"NA",,,,,,,,,
"Kats_pel_Med",2004,878.7008587,"NA",,,,,,,,,
"Kats_pel_Med",2005,705.8829669,"NA",,,,,,,,,
"Kats_pel_Med",2006,4370.757622,"NA",,,,,,,,,
"Kats_pel_Med",2007,925.8882488,"NA",,,,,,,,,
"Kats_pel_Med",2008,790.0923774,"NA",,,,,,,,,
"Kats_pel_Med",2009,827.7482027,"NA",,,,,,,,,
"Kats_pel_Med",2010,808.0459127,"NA",,,,,,,,,
"Kats_pel_Med",2011,1126.100248,"NA",,,,,,,,,
"Kats_pel_Med",2012,1386.120497,"NA",,,,,,,,,
"Kats_pel_Med",2013,1216.835126,"NA",,,,,,,,,
"Kats_pel_Med",2014,1216.279564,"NA",,,,,,,,,
"Kats_pel_WesternPacificOcean",1950,124518.945,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1951,191394.8708,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1952,174088.5756,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1953,109091.1986,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1954,144616.726,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1955,149639.2619,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1956,143408.4214,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1957,141644.883,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1958,212506.574,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1959,235136.0092,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1960,128034.5828,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1961,212622.3495,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1962,243771.2837,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1963,167753.5907,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1964,245824.4104,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1965,204244.7324,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1966,326394.9159,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1967,262393.599,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1968,259247.51,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1969,416839.8647,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1970,483991.4945,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1971,427771.6899,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1972,281769.7744,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1973,386403.8001,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1974,415779.6381,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1975,328377.9845,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1976,413575.8203,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1977,457774.6731,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1978,513224.9552,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1979,478525.3562,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1980,538999.1414,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1981,522623.336,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1982,573994.1211,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1983,739121.3417,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1984,810075.6538,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1985,655843.428,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1986,821611.7144,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1987,758989.8233,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1988,912043.3907,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1989,887117.5725,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1990,950847.4484,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1991,1215591.892,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1992,1090944.389,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1993,1061793.843,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1994,1121990.04,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1995,1146460.266,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1996,1128860.054,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1997,1042487.774,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1998,1346981.594,,,,,,,,,,
"Kats_pel_WesternPacificOcean",1999,1185155.341,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2000,1321324.334,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2001,1237512.634,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2002,1404268.108,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2003,1390810.663,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2004,1488522.261,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2005,1505105.556,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2006,1629486.622,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2007,1798248.264,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2008,1745838.957,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2009,1928543.667,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2010,1807983.791,,,,,,,,,,
"Kats_pel_WesternPacificOcean",2011,1631867.714,,,,,,,,,,
