"Stock","yr","ct","bt",
"Seri_pun_SouthAustralia",1951,211.7197928,"NA",
"Seri_pun_SouthAustralia",1952,234.8111739,"NA",
"Seri_pun_SouthAustralia",1953,255.8889646,"NA",
"Seri_pun_SouthAustralia",1954,234.2786372,"NA",
"Seri_pun_SouthAustralia",1955,252.9401193,"NA",
"Seri_pun_SouthAustralia",1956,252.2711328,"NA",
"Seri_pun_SouthAustralia",1957,282.6114397,"NA",
"Seri_pun_SouthAustralia",1958,279.5261447,"NA",
"Seri_pun_SouthAustralia",1959,317.9208134,"NA",
"Seri_pun_SouthAustralia",1960,299.1295127,"NA",
"Seri_pun_SouthAustralia",1961,226.3739871,"NA",
"Seri_pun_SouthAustralia",1962,267.5876826,"NA",
"Seri_pun_SouthAustralia",1963,400.2183857,"NA",
"Seri_pun_SouthAustralia",1964,381.0243669,"NA",
"Seri_pun_SouthAustralia",1965,382.7716889,"NA",
"Seri_pun_SouthAustralia",1966,393.3788092,"NA",
"Seri_pun_SouthAustralia",1967,392.7098227,"NA",
"Seri_pun_SouthAustralia",1968,341.1790323,"NA",
"Seri_pun_SouthAustralia",1969,365.761962,"NA",
"Seri_pun_SouthAustralia",1970,345.6431831,"NA",
"Seri_pun_SouthAustralia",1971,347.2711813,"NA",
"Seri_pun_SouthAustralia",1972,363.799749,"NA",
"Seri_pun_SouthAustralia",1973,384.3554977,"NA",
"Seri_pun_SouthAustralia",1974,380.7481607,"NA",
"Seri_pun_SouthAustralia",1975,384.3897494,"NA",
"Seri_pun_SouthAustralia",1976,468.9776752,"NA",
"Seri_pun_SouthAustralia",1977,505.6421478,"NA",
"Seri_pun_SouthAustralia",1978,574.9267861,20682.2,
"Seri_pun_SouthAustralia",1979,531.8530757,20682.2,
"Seri_pun_SouthAustralia",1980,678.9055215,20682.2,
"Seri_pun_SouthAustralia",1981,673.7285576,20614.8,
"Seri_pun_SouthAustralia",1982,755.341486,20489.7,
"Seri_pun_SouthAustralia",1983,825.0740274,20299.8,
"Seri_pun_SouthAustralia",1984,887.7388491,19499.6,
"Seri_pun_SouthAustralia",1985,995.85507,18585.6,
"Seri_pun_SouthAustralia",1986,2238.448004,18531.3,
"Seri_pun_SouthAustralia",1987,2118.073163,18752.4,
"Seri_pun_SouthAustralia",1988,3721.429766,18642.6,
"Seri_pun_SouthAustralia",1989,3050.059288,16520.6,
"Seri_pun_SouthAustralia",1990,2920.20549,14872.1,
"Seri_pun_SouthAustralia",1991,3433.11564,13195.1,
"Seri_pun_SouthAustralia",1992,2244.368325,11648.3,
"Seri_pun_SouthAustralia",1993,3464.989504,11017.1,
"Seri_pun_SouthAustralia",1994,3889.562135,11455.8,
"Seri_pun_SouthAustralia",1995,3393.735839,12036,
"Seri_pun_SouthAustralia",1996,3702.868162,10412.8,
"Seri_pun_SouthAustralia",1997,4287.290258,13965.1,
"Seri_pun_SouthAustralia",1998,3688.706012,16907.3,
"Seri_pun_SouthAustralia",1999,4718.408775,15801.6,
"Seri_pun_SouthAustralia",2000,5384.547175,13243.7,
"Seri_pun_SouthAustralia",2001,4784.558911,9646.08,
"Seri_pun_SouthAustralia",2002,5864.814689,7678.11,
"Seri_pun_SouthAustralia",2003,4632.573482,9465.07,
"Seri_pun_SouthAustralia",2004,4936.686961,10757.2,
"Seri_pun_SouthAustralia",2005,3929.902362,11395.1,
"Seri_pun_SouthAustralia",2006,3392.723119,10231.5,
"Seri_pun_SouthAustralia",2007,2536.639236,"NA",
"Seri_pun_SouthAustralia",2008,1990.114043,"NA",
"Seri_pun_SouthAustralia",2009,1866.228596,"NA",
"Seri_pun_SouthAustralia",2010,1925.461107,"NA",
"Seri_pun_SouthAustralia",2011,1890.39964,"NA",
"Seri_pun_SouthAustralia",2012,1751.045371,"NA",
"Seri_pun_SouthAustralia",2013,1649.659692,"NA",
"Seri_pun_SouthAustralia",2014,1633.912543,"NA",
