"Stock","yr","ct","bt",,,,,,,
"BOOPBOO_CY",1982,160,"NA",,,,,,,
"BOOPBOO_CY",1983,231,"NA",,,,,,,
"BOOPBOO_CY",1984,239,"NA",,,,,,,
"BOOPBOO_CY",1985,413,"NA",,,,,,,
"BOOPBOO_CY",1986,266,"NA",,,,,,,
"BOOPBOO_CY",1987,381,"NA",,,,,,,
"BOOPBOO_CY",1988,334,"NA",,,,,,,
"BOOPBOO_CY",1989,301,"NA",,,,,,,
"BOOPBOO_CY",1990,283,"NA",,,,,,,
"BOOPBOO_CY",1991,224,"NA",,,,,,,
"BOOPBOO_CY",1992,252,"NA",,,,,,,
"BOOPBOO_CY",1993,278,"NA",,,,,,,
"BOOPBOO_CY",1994,178,"NA",,,,,,,
"BOOPBOO_CY",1995,290,"NA",,,,,,,
"BOOPBOO_CY",1996,285,"NA",,,,,,,
"BOOPBOO_CY",1997,230,"NA",,,,,,,
"BOOPBOO_CY",1998,233,"NA",,,,,,,
"BOOPBOO_CY",1999,259,"NA",,,,,,,
"BOOPBOO_CY",2000,354,"NA",,,,,,,
"BOOPBOO_CY",2001,216,"NA",,,,,,,
"BOOPBOO_CY",2002,162,"NA",,,,,,,
"BOOPBOO_CY",2003,151,"NA",,,,,,,
"BOOPBOO_CY",2004,149,"NA",,,,,,,
"BOOPBOO_CY",2005,214,"NA",0.44,,,,,,
"BOOPBOO_CY",2006,252,"NA",0.17,,,,,,
"BOOPBOO_CY",2007,230,"NA",2.41,,,,,,
"BOOPBOO_CY",2008,335,"NA",0.7,,,,,,
"BOOPBOO_CY",2009,253,"NA",0.39,,,,,,
"BOOPBOO_CY",2010,256,"NA",0.02,,,,,,
"BOOPBOO_CY",2011,109,"NA",0.01,,,,,,
"BOOPBOO_CY",2012,111,"NA",0.19,,,,,,
"BOOPBOO_CY",2013,73,"NA",0.44,,,,,,
"BOOPBOO_CY",2014,111,"NA",,,,,,,
"BOOPBOO_CY",2015,"NA","NA",,,,,,,
"SPICSMA_CY",1970,270,"NA",,,,,,,
"SPICSMA_CY",1971,234,"NA",,,,,,,
"SPICSMA_CY",1972,404,"NA",,,,,,,
"SPICSMA_CY",1973,373,"NA",,,,,,,
"SPICSMA_CY",1974,390,"NA",,,,,,,
"SPICSMA_CY",1975,266,"NA",,,,,,,
"SPICSMA_CY",1976,317,"NA",,,,,,,
"SPICSMA_CY",1977,309,"NA",,,,,,,
"SPICSMA_CY",1978,349,"NA",,,,,,,
"SPICSMA_CY",1979,383,"NA",,,,,,,
"SPICSMA_CY",1980,372,"NA",,,,,,,
"SPICSMA_CY",1981,413,"NA",,,,,,,
"SPICSMA_CY",1982,448,"NA",,,,,,,
"SPICSMA_CY",1983,657,"NA",,,,,,,
"SPICSMA_CY",1984,569,"NA",,,,,,,
"SPICSMA_CY",1985,750,"NA",,,,,,,
"SPICSMA_CY",1986,645,"NA",,,,,,,
"SPICSMA_CY",1987,959,"NA",,,,,,,
"SPICSMA_CY",1988,811,"NA",,,,,,,
"SPICSMA_CY",1989,695,"NA",,,,,,,
"SPICSMA_CY",1990,793,"NA",,,,,,,
"SPICSMA_CY",1991,1030,"NA",,,,,,,
"SPICSMA_CY",1992,760,"NA",,,,,,,
"SPICSMA_CY",1993,715,"NA",,,,,,,
"SPICSMA_CY",1994,513,"NA",,,,,,,
"SPICSMA_CY",1995,711,"NA",,,,,,,
"SPICSMA_CY",1996,764,"NA",,,,,,,
"SPICSMA_CY",1997,650,"NA",,,,,,,
"SPICSMA_CY",1998,709,"NA",,,,,,,
"SPICSMA_CY",1999,546,"NA",,,,,,,
"SPICSMA_CY",2000,533,"NA",,,,,,,
"SPICSMA_CY",2001,671,"NA",,,,,,,
"SPICSMA_CY",2002,486,"NA",,,,,,,
"SPICSMA_CY",2003,580,"NA",,,,,,,
"SPICSMA_CY",2004,313,"NA",,,,,,,
"SPICSMA_CY",2005,250,"NA",25.96,,,,,,
"SPICSMA_CY",2006,258,"NA",36.52,,,,,,
"SPICSMA_CY",2007,279,"NA",32.19,,,,,,
"SPICSMA_CY",2008,244,"NA",22.19,,,,,,
"SPICSMA_CY",2009,211,"NA",16.74,,,,,,
"SPICSMA_CY",2010,183,"NA",11.03,,,,,,
"SPICSMA_CY",2011,82,"NA",4.19,,,,,,
"SPICSMA_CY",2012,124,"NA",19.55,,,,,,
"SPICSMA_CY",2013,76,"NA",21.58,,,,,,
"SPICSMA_CY",2014,109,"NA",,,,,,,
"SPICSMA_CY",2015,"NA","NA",,,,,,,
"PAGEACA_CY",1970,1,"NA",,,,,,,
"PAGEACA_CY",1971,1,"NA",,,,,,,
"PAGEACA_CY",1972,19,"NA",,,,,,,
"PAGEACA_CY",1973,18,"NA",,,,,,,
"PAGEACA_CY",1974,15,"NA",,,,,,,
"PAGEACA_CY",1975,11,"NA",,,,,,,
"PAGEACA_CY",1976,8,"NA",,,,,,,
"PAGEACA_CY",1977,17,"NA",,,,,,,
"PAGEACA_CY",1978,15,"NA",,,,,,,
"PAGEACA_CY",1979,7,"NA",,,,,,,
"PAGEACA_CY",1980,14,"NA",,,,,,,
"PAGEACA_CY",1981,10,"NA",,,,,,,
"PAGEACA_CY",1982,30,"NA",,,,,,,
"PAGEACA_CY",1983,21,"NA",,,,,,,
"PAGEACA_CY",1984,22,"NA",,,,,,,
"PAGEACA_CY",1985,25,"NA",,,,,,,
"PAGEACA_CY",1986,45,"NA",,,,,,,
"PAGEACA_CY",1987,37,"NA",,,,,,,
"PAGEACA_CY",1988,36,"NA",,,,,,,
"PAGEACA_CY",1989,38,"NA",,,,,,,
"PAGEACA_CY",1990,41,"NA",,,,,,,
"PAGEACA_CY",1991,28,"NA",,,,,,,
"PAGEACA_CY",1992,34,"NA",,,,,,,
"PAGEACA_CY",1993,29,"NA",,,,,,,
"PAGEACA_CY",1994,32,"NA",,,,,,,
"PAGEACA_CY",1995,11,"NA",,,,,,,
"PAGEACA_CY",1996,22,"NA",,,,,,,
"PAGEACA_CY",1997,25,"NA",,,,,,,
"PAGEACA_CY",1998,23,"NA",,,,,,,
"PAGEACA_CY",1999,50,"NA",,,,,,,
"PAGEACA_CY",2000,25,"NA",,,,,,,
"PAGEACA_CY",2001,20,"NA",,,,,,,
"PAGEACA_CY",2002,19,"NA",,,,,,,
"PAGEACA_CY",2003,25,"NA",,,,,,,
"PAGEACA_CY",2004,14,"NA",,,,,,,
"PAGEACA_CY",2005,4,1.53,,,,,,,
"PAGEACA_CY",2006,5,1.37,,,,,,,
"PAGEACA_CY",2007,10,4.03,,,,,,,
"PAGEACA_CY",2008,24,1.43,,,,,,,
"PAGEACA_CY",2009,15,7.03,,,,,,,
"PAGEACA_CY",2010,16,1.97,,,,,,,
"PAGEACA_CY",2011,11,0.31,,,,,,,
"PAGEACA_CY",2012,33,8.78,,,,,,,
"PAGEACA_CY",2013,47,13.84,,,,,,,
"PAGEACA_CY",2014,26,"NA",,,,,,,
"PAGEACA_CY",2015,"NA","NA",,,,,,,
"PAGEERY_CY",1970,71,"NA",,,,,,,
"PAGEERY_CY",1971,62,"NA",,,,,,,
"PAGEERY_CY",1972,53,"NA",,,,,,,
"PAGEERY_CY",1973,56,"NA",,,,,,,
"PAGEERY_CY",1974,45,"NA",,,,,,,
"PAGEERY_CY",1975,60,"NA",,,,,,,
"PAGEERY_CY",1976,50,"NA",,,,,,,
"PAGEERY_CY",1977,55,"NA",,,,,,,
"PAGEERY_CY",1978,48,"NA",,,,,,,
"PAGEERY_CY",1979,40,"NA",,,,,,,
"PAGEERY_CY",1980,47,"NA",,,,,,,
"PAGEERY_CY",1981,64,"NA",,,,,,,
"PAGEERY_CY",1982,45,"NA",,,,,,,
"PAGEERY_CY",1983,50,"NA",,,,,,,
"PAGEERY_CY",1984,60,"NA",,,,,,,
"PAGEERY_CY",1985,44,"NA",,,,,,,
"PAGEERY_CY",1986,51,"NA",,,,,,,
"PAGEERY_CY",1987,35,"NA",,,,,,,
"PAGEERY_CY",1988,37,"NA",,,,,,,
"PAGEERY_CY",1989,48,"NA",,,,,,,
"PAGEERY_CY",1990,36,"NA",,,,,,,
"PAGEERY_CY",1991,31,"NA",,,,,,,
"PAGEERY_CY",1992,46,"NA",,,,,,,
"PAGEERY_CY",1993,36,"NA",,,,,,,
"PAGEERY_CY",1994,32,"NA",,,,,,,
"PAGEERY_CY",1995,32,"NA",,,,,,,
"PAGEERY_CY",1996,32,"NA",,,,,,,
"PAGEERY_CY",1997,25,"NA",,,,,,,
"PAGEERY_CY",1998,19,"NA",,,,,,,
"PAGEERY_CY",1999,37,"NA",,,,,,,
"PAGEERY_CY",2000,42,"NA",,,,,,,
"PAGEERY_CY",2001,34,"NA",,,,,,,
"PAGEERY_CY",2002,31,"NA",,,,,,,
"PAGEERY_CY",2003,21,"NA",,,,,,,
"PAGEERY_CY",2004,17,"NA",,,,,,,
"PAGEERY_CY",2005,19,3.52,,,,,,,
"PAGEERY_CY",2006,19,4.11,,,,,,,
"PAGEERY_CY",2007,23,4.73,,,,,,,
"PAGEERY_CY",2008,13,2.54,,,,,,,
"PAGEERY_CY",2009,10,1.52,,,,,,,
"PAGEERY_CY",2010,11,2.53,,,,,,,
"PAGEERY_CY",2011,11,2.13,,,,,,,
"PAGEERY_CY",2012,12,3.67,,,,,,,
"PAGEERY_CY",2013,14,7.7,,,,,,,
"PAGEERY_CY",2014,12,"NA",,,,,,,
"PAGEERY_CY",2015,"NA","NA",,,,,,,
"MULLSUR_CY",1970,105,"NA",,,,,,,
"MULLSUR_CY",1971,85,"NA",,,,,,,
"MULLSUR_CY",1972,85,"NA",,,,,,,
"MULLSUR_CY",1973,85,"NA",,,,,,,
"MULLSUR_CY",1974,74,"NA",,,,,,,
"MULLSUR_CY",1975,83,"NA",,,,,,,
"MULLSUR_CY",1976,73,"NA",,,,,,,
"MULLSUR_CY",1977,77,"NA",,,,,,,
"MULLSUR_CY",1978,83,"NA",,,,,,,
"MULLSUR_CY",1979,70,"NA",,,,,,,
"MULLSUR_CY",1980,63,"NA",,,,,,,
"MULLSUR_CY",1981,92,"NA",,,,,,,
"MULLSUR_CY",1982,103,"NA",,,,,,,
"MULLSUR_CY",1983,120,"NA",,,,,,,
"MULLSUR_CY",1984,175,"NA",,,,,,,
"MULLSUR_CY",1985,140,"NA",,,,,,,
"MULLSUR_CY",1986,163,"NA",,,,,,,
"MULLSUR_CY",1987,116,"NA",,,,,,,
"MULLSUR_CY",1988,155,"NA",,,,,,,
"MULLSUR_CY",1989,178,"NA",,,,,,,
"MULLSUR_CY",1990,233,"NA",,,,,,,
"MULLSUR_CY",1991,175,"NA",,,,,,,
"MULLSUR_CY",1992,213,"NA",,,,,,,
"MULLSUR_CY",1993,184,"NA",,,,,,,
"MULLSUR_CY",1994,189,"NA",,,,,,,
"MULLSUR_CY",1995,215,"NA",,,,,,,
"MULLSUR_CY",1996,240,"NA",,,,,,,
"MULLSUR_CY",1997,228,"NA",,,,,,,
"MULLSUR_CY",1998,176,"NA",,,,,,,
"MULLSUR_CY",1999,184,"NA",,,,,,,
"MULLSUR_CY",2000,159,"NA",,,,,,,
"MULLSUR_CY",2001,132,"NA",,,,,,,
"MULLSUR_CY",2002,125,"NA",,,,,,,
"MULLSUR_CY",2003,130,"NA",,,,,,,
"MULLSUR_CY",2004,94,"NA",,,,,,,
"MULLSUR_CY",2005,106,0.26,,,,,,,
"MULLSUR_CY",2006,78,0.98,,,,,,,
"MULLSUR_CY",2007,42,0.26,,,,,,,
"MULLSUR_CY",2008,62,1.07,,,,,,,
"MULLSUR_CY",2009,49,0.14,,,,,,,
"MULLSUR_CY",2010,46,0.14,,,,,,,
"MULLSUR_CY",2011,29.5,0.05,,,,,,,
"MULLSUR_CY",2012,28.7,0.15,,,,,,,
"MULLSUR_CY",2013,33,1.2,,,,,,,
"MULLSUR_CY",2014,35,"NA",,,,,,,
"MULLSUR_CY",2015,"NA","NA",,,,,,,
"SERIDUM_CY",1970,14,"NA",,,,,,,
"SERIDUM_CY",1971,17,"NA",,,,,,,
"SERIDUM_CY",1972,8,"NA",,,,,,,
"SERIDUM_CY",1973,8,"NA",,,,,,,
"SERIDUM_CY",1974,6,"NA",,,,,,,
"SERIDUM_CY",1975,9,"NA",,,,,,,
"SERIDUM_CY",1976,4,"NA",,,,,,,
"SERIDUM_CY",1977,4,"NA",,,,,,,
"SERIDUM_CY",1978,8,"NA",,,,,,,
"SERIDUM_CY",1979,8,"NA",,,,,,,
"SERIDUM_CY",1980,11,"NA",,,,,,,
"SERIDUM_CY",1981,11,"NA",,,,,,,
"SERIDUM_CY",1982,26,"NA",,,,,,,
"SERIDUM_CY",1983,25,"NA",,,,,,,
"SERIDUM_CY",1984,51,"NA",,,,,,,
"SERIDUM_CY",1985,26,"NA",,,,,,,
"SERIDUM_CY",1986,42,"NA",,,,,,,
"SERIDUM_CY",1987,30,"NA",,,,,,,
"SERIDUM_CY",1988,4,"NA",,,,,,,
"SERIDUM_CY",1989,4,"NA",,,,,,,
"SERIDUM_CY",1990,4,"NA",,,,,,,
"SERIDUM_CY",1991,6,"NA",,,,,,,
"SERIDUM_CY",1992,13,"NA",,,,,,,
"SERIDUM_CY",1993,12,"NA",,,,,,,
"SERIDUM_CY",1994,38,"NA",,,,,,,
"SERIDUM_CY",1995,16,"NA",,,,,,,
"SERIDUM_CY",1996,28,"NA",,,,,,,
"SERIDUM_CY",1997,21,"NA",,,,,,,
"SERIDUM_CY",1998,8,"NA",,,,,,,
"SERIDUM_CY",1999,17,"NA",,,,,,,
"SERIDUM_CY",2000,25,"NA",,,,,,,
"SERIDUM_CY",2001,14,"NA",,,,,,,
"SERIDUM_CY",2002,15,"NA",,,,,,,
"SERIDUM_CY",2003,13,"NA",,,,,,,
"SERIDUM_CY",2004,3,"NA",,,,,,,
"SERIDUM_CY",2005,6,"NA",,,,,,,
"SERIDUM_CY",2006,4,"NA",,,,,,,
"SERIDUM_CY",2007,7,"NA",,,,,,,
"SERIDUM_CY",2008,5,"NA",,,,,,,
"SERIDUM_CY",2009,5,"NA",,,,,,,
"SERIDUM_CY",2010,5,"NA",,,,,,,
"SERIDUM_CY",2011,9,"NA",,,,,,,
"SERIDUM_CY",2012,12,"NA",,,,,,,
"SERIDUM_CY",2013,9,"NA",,,,,,,
"SERIDUM_CY",2014,8,"NA",,,,,,,
"SERIDUM_CY",2015,"NA","NA",,,,,,,
"DENTDEN_CY",1970,1,"NA",,,,,,,
"DENTDEN_CY",1971,1,"NA",,,,,,,
"DENTDEN_CY",1972,26,"NA",,,,,,,
"DENTDEN_CY",1973,31,"NA",,,,,,,
"DENTDEN_CY",1974,29,"NA",,,,,,,
"DENTDEN_CY",1975,19,"NA",,,,,,,
"DENTDEN_CY",1976,17,"NA",,,,,,,
"DENTDEN_CY",1977,25,"NA",,,,,,,
"DENTDEN_CY",1978,21,"NA",,,,,,,
"DENTDEN_CY",1979,34,"NA",,,,,,,
"DENTDEN_CY",1980,43,"NA",,,,,,,
"DENTDEN_CY",1981,29,"NA",,,,,,,
"DENTDEN_CY",1982,31,"NA",,,,,,,
"DENTDEN_CY",1983,33,"NA",,,,,,,
"DENTDEN_CY",1984,43,"NA",,,,,,,
"DENTDEN_CY",1985,45,"NA",,,,,,,
"DENTDEN_CY",1986,43,"NA",,,,,,,
"DENTDEN_CY",1987,29,"NA",,,,,,,
"DENTDEN_CY",1988,25,"NA",,,,,,,
"DENTDEN_CY",1989,21,"NA",,,,,,,
"DENTDEN_CY",1990,10,"NA",,,,,,,
"DENTDEN_CY",1991,14,"NA",,,,,,,
"DENTDEN_CY",1992,11,"NA",,,,,,,
"DENTDEN_CY",1993,18,"NA",,,,,,,
"DENTDEN_CY",1994,47,"NA",,,,,,,
"DENTDEN_CY",1995,23,"NA",,,,,,,
"DENTDEN_CY",1996,38,"NA",,,,,,,
"DENTDEN_CY",1997,18,"NA",,,,,,,
"DENTDEN_CY",1998,18,"NA",,,,,,,
"DENTDEN_CY",1999,22,"NA",,,,,,,
"DENTDEN_CY",2000,18,"NA",,,,,,,
"DENTDEN_CY",2001,19,"NA",,,,,,,
"DENTDEN_CY",2002,16,"NA",,,,,,,
"DENTDEN_CY",2003,16,"NA",,,,,,,
"DENTDEN_CY",2004,12,"NA",,,,,,,
"DENTDEN_CY",2005,10,"NA",,,,,,,
"DENTDEN_CY",2006,8,"NA",,,,,,,
"DENTDEN_CY",2007,7,"NA",,,,,,,
"DENTDEN_CY",2008,12,"NA",,,,,,,
"DENTDEN_CY",2009,7,"NA",,,,,,,
"DENTDEN_CY",2010,11,"NA",,,,,,,
"DENTDEN_CY",2011,6,"NA",,,,,,,
"DENTDEN_CY",2012,10,"NA",,,,,,,
"DENTDEN_CY",2013,4,"NA",,,,,,,
"DENTDEN_CY",2014,4,"NA",,,,,,,
"DENTDEN_CY",2015,"NA","NA",,,,,,,
"SEPIOFF_CY",1970,66,"NA",,,,,,,
"SEPIOFF_CY",1971,55,"NA",,,,,,,
"SEPIOFF_CY",1972,62,"NA",,,,,,,
"SEPIOFF_CY",1973,52,"NA",,,,,,,
"SEPIOFF_CY",1974,45,"NA",,,,,,,
"SEPIOFF_CY",1975,44,"NA",,,,,,,
"SEPIOFF_CY",1976,45,"NA",,,,,,,
"SEPIOFF_CY",1977,53,"NA",,,,,,,
"SEPIOFF_CY",1978,64,"NA",,,,,,,
"SEPIOFF_CY",1979,57,"NA",,,,,,,
"SEPIOFF_CY",1980,54,"NA",,,,,,,
"SEPIOFF_CY",1981,74,"NA",,,,,,,
"SEPIOFF_CY",1982,70,"NA",,,,,,,
"SEPIOFF_CY",1983,91,"NA",,,,,,,
"SEPIOFF_CY",1984,95,"NA",,,,,,,
"SEPIOFF_CY",1985,80,"NA",,,,,,,
"SEPIOFF_CY",1986,90,"NA",,,,,,,
"SEPIOFF_CY",1987,92,"NA",,,,,,,
"SEPIOFF_CY",1988,95,"NA",,,,,,,
"SEPIOFF_CY",1989,79,"NA",,,,,,,
"SEPIOFF_CY",1990,108,"NA",,,,,,,
"SEPIOFF_CY",1991,106,"NA",,,,,,,
"SEPIOFF_CY",1992,103,"NA",,,,,,,
"SEPIOFF_CY",1993,174,"NA",,,,,,,
"SEPIOFF_CY",1994,218,"NA",,,,,,,
"SEPIOFF_CY",1995,153,"NA",,,,,,,
"SEPIOFF_CY",1996,111,"NA",,,,,,,
"SEPIOFF_CY",1997,89,"NA",,,,,,,
"SEPIOFF_CY",1998,146,"NA",,,,,,,
"SEPIOFF_CY",1999,140,"NA",,,,,,,
"SEPIOFF_CY",2000,122,"NA",,,,,,,
"SEPIOFF_CY",2001,106,"NA",,,,,,,
"SEPIOFF_CY",2002,105,"NA",,,,,,,
"SEPIOFF_CY",2003,85,"NA",,,,,,,
"SEPIOFF_CY",2004,73,"NA",,,,,,,
"SEPIOFF_CY",2005,42,"NA",,,,,,,
"SEPIOFF_CY",2006,66,"NA",,,,,,,
"SEPIOFF_CY",2007,56,"NA",,,,,,,
"SEPIOFF_CY",2008,46,"NA",,,,,,,
"SEPIOFF_CY",2009,34,"NA",,,,,,,
"SEPIOFF_CY",2010,35,"NA",,,,,,,
"SEPIOFF_CY",2011,26,"NA",,,,,,,
"SEPIOFF_CY",2012,24,"NA",,,,,,,
"SEPIOFF_CY",2013,21,"NA",,,,,,,
"SEPIOFF_CY",2014,22,"NA",,,,,,,
"SEPIOFF_CY",2015,"NA","NA",,,,,,,
"PAGRPAG_CY",1970,1,"NA",,,,,,,
"PAGRPAG_CY",1971,1,"NA",,,,,,,
"PAGRPAG_CY",1972,14,"NA",,,,,,,
"PAGRPAG_CY",1973,35,"NA",,,,,,,
"PAGRPAG_CY",1974,25,"NA",,,,,,,
"PAGRPAG_CY",1975,19,"NA",,,,,,,
"PAGRPAG_CY",1976,15,"NA",,,,,,,
"PAGRPAG_CY",1977,16,"NA",,,,,,,
"PAGRPAG_CY",1978,11,"NA",,,,,,,
"PAGRPAG_CY",1979,10,"NA",,,,,,,
"PAGRPAG_CY",1980,13,"NA",,,,,,,
"PAGRPAG_CY",1981,19,"NA",,,,,,,
"PAGRPAG_CY",1982,20,"NA",,,,,,,
"PAGRPAG_CY",1983,17,"NA",,,,,,,
"PAGRPAG_CY",1984,39,"NA",,,,,,,
"PAGRPAG_CY",1985,30,"NA",,,,,,,
"PAGRPAG_CY",1986,38,"NA",,,,,,,
"PAGRPAG_CY",1987,22,"NA",,,,,,,
"PAGRPAG_CY",1988,11,"NA",,,,,,,
"PAGRPAG_CY",1989,15,"NA",,,,,,,
"PAGRPAG_CY",1990,39,"NA",,,,,,,
"PAGRPAG_CY",1991,47,"NA",,,,,,,
"PAGRPAG_CY",1992,43,"NA",,,,,,,
"PAGRPAG_CY",1993,71,"NA",,,,,,,
"PAGRPAG_CY",1994,103,"NA",,,,,,,
"PAGRPAG_CY",1995,45,"NA",,,,,,,
"PAGRPAG_CY",1996,35,"NA",,,,,,,
"PAGRPAG_CY",1997,27,"NA",,,,,,,
"PAGRPAG_CY",1998,25,"NA",,,,,,,
"PAGRPAG_CY",1999,31,"NA",,,,,,,
"PAGRPAG_CY",2000,23,"NA",,,,,,,
"PAGRPAG_CY",2001,21,"NA",,,,,,,
"PAGRPAG_CY",2002,15,"NA",,,,,,,
"PAGRPAG_CY",2003,16,"NA",,,,,,,
"PAGRPAG_CY",2004,11,"NA",,,,,,,
"PAGRPAG_CY",2005,18,"NA",,,,,,,
"PAGRPAG_CY",2006,21,"NA",,,,,,,
"PAGRPAG_CY",2007,21,"NA",,,,,,,
"PAGRPAG_CY",2008,18,"NA",,,,,,,
"PAGRPAG_CY",2009,11.3,"NA",,,,,,,
"PAGRPAG_CY",2010,10,"NA",,,,,,,
"PAGRPAG_CY",2011,15,"NA",,,,,,,
"PAGRPAG_CY",2012,9,"NA",,,,,,,
"PAGRPAG_CY",2013,7,"NA",,,,,,,
"PAGRPAG_CY",2014,9,"NA",,,,,,,
"PAGRPAG_CY",2015,"NA","NA",,,,,,,
"Engr_enc_AD",1970,1,"NA",,,,,,,
"Engr_enc_AD",1971,1,"NA",,,,,,,
"Engr_enc_AD",1972,1,"NA",,,,,,,
"Engr_enc_AD",1973,1,"NA",,,,,,,
"Engr_enc_AD",1974,1,"NA",,,,,,,
"Engr_enc_AD",1975,19994,"NA",,,,,,,
"Engr_enc_AD",1976,27667,"NA",,,,,,,
"Engr_enc_AD",1977,33691,"NA",,,,,,,
"Engr_enc_AD",1978,46583,"NA",,,,,,,
"Engr_enc_AD",1979,48436,"NA",,,,,,,
"Engr_enc_AD",1980,50161,"NA",,,,,,,
"Engr_enc_AD",1981,33057,"NA",,,,,,,
"Engr_enc_AD",1982,35954,"NA",,,,,,,
"Engr_enc_AD",1983,29028,"NA",,,,,,,
"Engr_enc_AD",1984,28198,"NA",,,,,,,
"Engr_enc_AD",1985,36571,"NA",,,,,,,
"Engr_enc_AD",1986,21214,"NA",,,,,,,
"Engr_enc_AD",1987,8661,"NA",,,,,,,
"Engr_enc_AD",1988,11180,"NA",,,,,,,
"Engr_enc_AD",1989,12826,"NA",,,,,,,
"Engr_enc_AD",1990,13594,"NA",,,,,,,
"Engr_enc_AD",1991,16394,"NA",,,,,,,
"Engr_enc_AD",1992,15840,"NA",,,,,,,
"Engr_enc_AD",1993,15756,"NA",,,,,,,
"Engr_enc_AD",1994,18945,"NA",,,,,,,
"Engr_enc_AD",1995,30031,"NA",,,,,,,
"Engr_enc_AD",1996,31132,"NA",,,,,,,
"Engr_enc_AD",1997,33557,"NA",,,,,,,
"Engr_enc_AD",1998,34648,"NA",,,,,,,
"Engr_enc_AD",1999,30092,"NA",,,,,,,
"Engr_enc_AD",2000,34648,"NA",,,,,,,
"Engr_enc_AD",2001,34098,"NA",,,,,,,
"Engr_enc_AD",2002,29437,"NA",,,,,,,
"Engr_enc_AD",2003,28970,"NA",,,,,,,
"Engr_enc_AD",2004,41274,"NA",324430,,,,,,
"Engr_enc_AD",2005,49811,"NA",234018,,,,,,
"Engr_enc_AD",2006,64087,651898,,,,,,,
"Engr_enc_AD",2007,63133,571789,,,,,,,
"Engr_enc_AD",2008,55882,801915,,,,,,,
"Engr_enc_AD",2009,48728,478524,,,,,,,
"Engr_enc_AD",2010,51844,543143,,,,,,,
"Engr_enc_AD",2011,42659,501568,,,,,,,
"Engr_enc_AD",2012,37347,614109,,,,,,,
"Engr_enc_AD",2013,32761,438051,,,,,,,
"Engr_enc_AD",2014,"NA","NA",,,,,,,
"Engr_enc_AD",2015,"NA","NA",,,,,,,
"Ille_coi_AD",1970,452,"NA",,,,,,,
"Ille_coi_AD",1971,391,"NA",,,,,,,
"Ille_coi_AD",1972,354,"NA",,,,,,,
"Ille_coi_AD",1973,517,"NA",,,,,,,
"Ille_coi_AD",1974,479,"NA",,,,,,,
"Ille_coi_AD",1975,550,"NA",,,,,,,
"Ille_coi_AD",1976,698,"NA",,,,,,,
"Ille_coi_AD",1977,1412,"NA",,,,,,,
"Ille_coi_AD",1978,498,"NA",,,,,,,
"Ille_coi_AD",1979,576,"NA",,,,,,,
"Ille_coi_AD",1980,903,"NA",,,,,,,
"Ille_coi_AD",1981,2315,"NA",,,,,,,
"Ille_coi_AD",1982,912,"NA",,,,,,,
"Ille_coi_AD",1983,1788,"NA",,,,,,,
"Ille_coi_AD",1984,2458,"NA",,,,,,,
"Ille_coi_AD",1985,3383,"NA",,,,,,,
"Ille_coi_AD",1986,3291,"NA",,,,,,,
"Ille_coi_AD",1987,3544,"NA",,,,,,,
"Ille_coi_AD",1988,3409,"NA",,,,,,,
"Ille_coi_AD",1989,4100,"NA",,,,,,,
"Ille_coi_AD",1990,4048,"NA",,,,,,,
"Ille_coi_AD",1991,2860,"NA",,,,,,,
"Ille_coi_AD",1992,3389,"NA",,,,,,,
"Ille_coi_AD",1993,2760,"NA",,,,,,,
"Ille_coi_AD",1994,1866,2.08,,,,,,,
"Ille_coi_AD",1995,836,7.41,,,,,,,
"Ille_coi_AD",1996,910,9.18,,,,,,,
"Ille_coi_AD",1997,554,4.45,,,,,,,
"Ille_coi_AD",1998,534,3.4,,,,,,,
"Ille_coi_AD",1999,579,22.8,,,,,,,
"Ille_coi_AD",2000,537,7.77,,,,,,,
"Ille_coi_AD",2001,609,12.29,,,,,,,
"Ille_coi_AD",2002,487,15.16,,,,,,,
"Ille_coi_AD",2003,357,4.05,,,,,,,
"Ille_coi_AD",2004,656,17.52,,,,,,,
"Ille_coi_AD",2005,1550,10.4,,,,,,,
"Ille_coi_AD",2006,1375.6,6.99,,,,,,,
"Ille_coi_AD",2007,1328.4,20.68,,,,,,,
"Ille_coi_AD",2008,1283.2,31.95,,,,,,,
"Ille_coi_AD",2009,1120,18.92,,,,,,,
"Ille_coi_AD",2010,1002,15.89,,,,,,,
"Ille_coi_AD",2011,841,11.88,,,,,,,
"Ille_coi_AD",2012,680.6,21.54,,,,,,,
"Ille_coi_AD",2013,688.2,12,,,,,,,
"Ille_coi_AD",2014,567.9,"NA",,,,,,,
"Ille_coi_AD",2015,"NA","NA",,,,,,,
"Loli_vul_AD",1970,2351,"NA",,,,,,,
"Loli_vul_AD",1971,2069,"NA",,,,,,,
"Loli_vul_AD",1972,1868,"NA",,,,,,,
"Loli_vul_AD",1973,1422,"NA",,,,,,,
"Loli_vul_AD",1974,1943,"NA",,,,,,,
"Loli_vul_AD",1975,1900,"NA",,,,,,,
"Loli_vul_AD",1976,1633,"NA",,,,,,,
"Loli_vul_AD",1977,1984,"NA",,,,,,,
"Loli_vul_AD",1978,1877,"NA",,,,,,,
"Loli_vul_AD",1979,1980,"NA",,,,,,,
"Loli_vul_AD",1980,1917,"NA",,,,,,,
"Loli_vul_AD",1981,1151,"NA",,,,,,,
"Loli_vul_AD",1982,1065,"NA",,,,,,,
