"Stock","yr","ct","bt",,,,,,,
"ENGRENC_AL",1970,6195,"NA",,,,,,,
"ENGRENC_AL",1971,7718,"NA",,,,,,,
"ENGRENC_AL",1972,8202,"NA",,,,,,,
"ENGRENC_AL",1973,7643,"NA",,,,,,,
"ENGRENC_AL",1974,5306,"NA",,,,,,,
"ENGRENC_AL",1975,4839,"NA",,,,,,,
"ENGRENC_AL",1976,8880,"NA",,,,,,,
"ENGRENC_AL",1977,7175,"NA",,,,,,,
"ENGRENC_AL",1978,7977,"NA",,,,,,,
"ENGRENC_AL",1979,11745,"NA",,,,,,,
"ENGRENC_AL",1980,12733,"NA",,,,,,,
"ENGRENC_AL",1981,10749,"NA",,,,,,,
"ENGRENC_AL",1982,13872,"NA",,,,,,,
"ENGRENC_AL",1983,12182,"NA",,,,,,,
"ENGRENC_AL",1984,17467,"NA",,,,,,,
"ENGRENC_AL",1985,18265,"NA",,,,,,,
"ENGRENC_AL",1986,17877,"NA",,,,,,,
"ENGRENC_AL",1987,24826,"NA",,,,,,,
"ENGRENC_AL",1988,19751,"NA",,,,,,,
"ENGRENC_AL",1989,16089,"NA",,,,,,,
"ENGRENC_AL",1990,15365,"NA",,,,,,,
"ENGRENC_AL",1991,14670,"NA",,,,,,,
"ENGRENC_AL",1992,15740,"NA",,,,,,,
"ENGRENC_AL",1993,15781,"NA",,,,,,,
"ENGRENC_AL",1994,19130,"NA","NA",10.375,,,,,
"ENGRENC_AL",1995,15235,"NA","NA",2.042,,,,,
"ENGRENC_AL",1996,16887,"NA",57.909,,,,,,
"ENGRENC_AL",1997,16810,"NA",58.784,,,,,,
"ENGRENC_AL",1998,27227,"NA",54.352,,,,,,
"ENGRENC_AL",1999,17606,"NA",23.497,,,,,,
"ENGRENC_AL",2000,13393,10000,21.125,,,,,,
"ENGRENC_AL",2001,19496,7500,"NA",10.958,,,,,
"ENGRENC_AL",2002,20364,9000,"NA",,,,,,
"ENGRENC_AL",2003,22007,13500,46.617,,,,,,
"ENGRENC_AL",2004,23167,16000,48.102,,,,,,
"ENGRENC_AL",2005,15247,16500,"NA",29.296,,,,,
"ENGRENC_AL",2006,26867,17500,81.566,,,,,,
"ENGRENC_AL",2007,24236,22500,"NA",,,,,,
"ENGRENC_AL",2008,21166,24000,49.034,,,,,,
"ENGRENC_AL",2009,21964,22000,"__",,,,,,
"ENGRENC_AL",2010,19488,15000,"__",,,,,,
"ENGRENC_AL",2011,16619,12500,"__",,,,,,
"ENGRENC_AL",2012,19493,10000,"__",,,,,,
"ENGRENC_AL",2013,16794,10000,"__",,,,,,
"ENGRENC_AL",2014,20320,"NA",,,,,,,
"ENGRENC_AL",2015,"NA","NA",,,,,,,
"EUTRGUR_AL",1970,300,"NA",,,,,,,
"EUTRGUR_AL",1971,600,"NA",,,,,,,
"EUTRGUR_AL",1972,685,"NA",,,,,,,
"EUTRGUR_AL",1973,449,"NA",,,,,,,
"EUTRGUR_AL",1974,286,"NA",,,,,,,
"EUTRGUR_AL",1975,162,"NA",,,,,,,
"EUTRGUR_AL",1976,423,"NA",,,,,,,
"EUTRGUR_AL",1977,366,"NA",,,,,,,
"EUTRGUR_AL",1978,910,"NA",,,,,,,
"EUTRGUR_AL",1979,755,"NA",,,,,,,
"EUTRGUR_AL",1980,735,"NA",,,,,,,
"EUTRGUR_AL",1981,424,"NA",,,,,,,
"EUTRGUR_AL",1982,110,"NA",,,,,,,
"EUTRGUR_AL",1983,265,"NA",,,,,,,
"EUTRGUR_AL",1984,379,"NA",,,,,,,
"EUTRGUR_AL",1985,300,"NA",,,,,,,
"EUTRGUR_AL",1986,358,"NA",,,,,,,
"EUTRGUR_AL",1987,103,"NA",,,,,,,
"EUTRGUR_AL",1988,595,"NA",,,,,,,
"EUTRGUR_AL",1989,1085,"NA",,,,,,,
"EUTRGUR_AL",1990,1034,"NA",,,,,,,
"EUTRGUR_AL",1991,991,"NA",,,,,,,
"EUTRGUR_AL",1992,2015,"NA",,,,,,,
"EUTRGUR_AL",1993,1099,"NA",,,,,,,
"EUTRGUR_AL",1994,1077,"NA",,,,,,,
"EUTRGUR_AL",1995,1070,"NA",,,,,,,
"EUTRGUR_AL",1996,1264,664,66409134,,,,,,
"EUTRGUR_AL",1997,1158,203,20310527,,,,,,
"EUTRGUR_AL",1998,1067,479,47887495,,,,,,
"EUTRGUR_AL",1999,1159,1038,103828390,,,,,,
"EUTRGUR_AL",2000,1078,328,32803610,,,,,,
"EUTRGUR_AL",2001,778,434,43424380,,,,,,
"EUTRGUR_AL",2002,611,"NA","NA",,,,,,
"EUTRGUR_AL",2003,379,2140,214040213,,,,,,
"EUTRGUR_AL",2004,508,999,99939973,,,,,,
"EUTRGUR_AL",2005,612,1627,162705034,,,,,,
"EUTRGUR_AL",2006,1207,1428,142810308,,,,,,
"EUTRGUR_AL",2007,1104,"NA",,,,,,,
"EUTRGUR_AL",2008,1540,"NA",,,,,,,
"EUTRGUR_AL",2009,1211,"NA",,,,,,,
"EUTRGUR_AL",2010,1383,"NA",,,,,,,
"EUTRGUR_AL",2011,1648,"NA",,,,,,,
"EUTRGUR_AL",2012,1091,"NA",,,,,,,
"EUTRGUR_AL",2013,927,"NA",,,,,,,
"EUTRGUR_AL",2014,"NA","NA",,,,,,,
"EUTRGUR_AL",2015,"NA","NA",,,,,,,
"ILLECOI_AL",1970,447,"NA",,,,,,,
"ILLECOI_AL",1971,461,"NA",,,,,,,
"ILLECOI_AL",1972,250,"NA",,,,,,,
"ILLECOI_AL",1973,300,"NA",,,,,,,
"ILLECOI_AL",1974,266,"NA",,,,,,,
"ILLECOI_AL",1975,171,"NA",,,,,,,
"ILLECOI_AL",1976,137,"NA",,,,,,,
"ILLECOI_AL",1977,128,"NA",,,,,,,
"ILLECOI_AL",1978,156,"NA",,,,,,,
"ILLECOI_AL",1979,177,"NA",,,,,,,
"ILLECOI_AL",1980,203,"NA",,,,,,,
"ILLECOI_AL",1981,209,"NA",,,,,,,
"ILLECOI_AL",1982,223,"NA",,,,,,,
"ILLECOI_AL",1983,271,"NA",,,,,,,
"ILLECOI_AL",1984,127,"NA",,,,,,,
"ILLECOI_AL",1985,209,"NA",,,,,,,
"ILLECOI_AL",1986,234,"NA",,,,,,,
"ILLECOI_AL",1987,283,"NA",,,,,,,
"ILLECOI_AL",1988,282,"NA",,,,,,,
"ILLECOI_AL",1989,381,"NA",,,,,,,
"ILLECOI_AL",1990,470,"NA",,,,,,,
"ILLECOI_AL",1991,443,"NA",,,,,,,
"ILLECOI_AL",1992,693,"NA",,,,,,,
"ILLECOI_AL",1993,546,"NA",,,,,,,
"ILLECOI_AL",1994,586,936,,,,,,,
"ILLECOI_AL",1995,788,1399,,,,,,,
"ILLECOI_AL",1996,679,2103,1678,2710,2709643534,,,,
"ILLECOI_AL",1997,472,1930,1336,2485,2485364745,,,,
"ILLECOI_AL",1998,405,2116,1569,3000,3000186299,,,,
"ILLECOI_AL",1999,505,3194,2625,5221,5221038758,,,,
"ILLECOI_AL",2000,720,6295,"NA","NA",48644890318,,,,
"ILLECOI_AL",2001,599,2749,1979,3862,3861716660,,,,
"ILLECOI_AL",2002,799,"NA","NA","NA","NA",,,,
"ILLECOI_AL",2003,1010,7284,5928,12133,12132527522,,,,
"ILLECOI_AL",2004,1069,7947,6715,12663,12663369110,,,,
"ILLECOI_AL",2005,847,5752,4656,9218,9218410466,,,,
"ILLECOI_AL",2006,1041,3718,2745,4508,4507935879,,,,
"ILLECOI_AL",2007,1176,"NA","NA",,,,,,
"ILLECOI_AL",2008,1184,5304,4039,,,,,,
"ILLECOI_AL",2009,1236,"NA","NA",,,,,,
"ILLECOI_AL",2010,902,"NA","NA",,,,,,
"ILLECOI_AL",2011,1014,"NA","NA",,,,,,
"ILLECOI_AL",2012,1515,"NA","NA",,,,,,
"ILLECOI_AL",2013,1108,7963,6478,,,,,,
"ILLECOI_AL",2014,1015,6959,5033,,,,,,
"ILLECOI_AL",2015,"NA","NA",,,,,,,
"LOLIVUL_AL",1970,1,"NA",,,,,,,
"LOLIVUL_AL",1971,1,"NA",,,,,,,
"LOLIVUL_AL",1972,201,"NA",,,,,,,
"LOLIVUL_AL",1973,220,"NA",,,,,,,
"LOLIVUL_AL",1974,305,"NA",,,,,,,
"LOLIVUL_AL",1975,339,"NA",,,,,,,
"LOLIVUL_AL",1976,417,"NA",,,,,,,
"LOLIVUL_AL",1977,397,"NA",,,,,,,
"LOLIVUL_AL",1978,551,"NA",,,,,,,
"LOLIVUL_AL",1979,483,"NA",,,,,,,
"LOLIVUL_AL",1980,443,"NA",,,,,,,
"LOLIVUL_AL",1981,419,"NA",,,,,,,
"LOLIVUL_AL",1982,429,"NA",,,,,,,
"LOLIVUL_AL",1983,519,"NA",,,,,,,
"LOLIVUL_AL",1984,345,"NA",,,,,,,
"LOLIVUL_AL",1985,430,"NA",,,,,,,
"LOLIVUL_AL",1986,461,"NA",,,,,,,
"LOLIVUL_AL",1987,555,"NA",,,,,,,
"LOLIVUL_AL",1988,631,"NA",,,,,,,
"LOLIVUL_AL",1989,707,"NA",,,,,,,
"LOLIVUL_AL",1990,595,"NA",,,,,,,
"LOLIVUL_AL",1991,1015,"NA",,,,,,,
"LOLIVUL_AL",1992,1026,"NA",,,,,,,
"LOLIVUL_AL",1993,1258,"NA",,,,,,,
"LOLIVUL_AL",1994,897,1275,637,,,,,,
"LOLIVUL_AL",1995,794,759,426,,,,,,
"LOLIVUL_AL",1996,680,1080,539,14805,148048436.5,,,,
"LOLIVUL_AL",1997,478,309,157,8187,81865979.85,,,,
"LOLIVUL_AL",1998,321,465,252,7322,73221548.41,,,,
"LOLIVUL_AL",1999,267,950,476,15165,151646329.7,,,,
"LOLIVUL_AL",2000,437,383,191,3509,35089576.14,,,,
"LOLIVUL_AL",2001,284,373,195,2350,23502271.52,,,,
"LOLIVUL_AL",2002,257,"NA","NA","NA",,,,,
"LOLIVUL_AL",2003,390,1070,551,26699,266985456,,,,
"LOLIVUL_AL",2004,418,708,364,9328,93282800.33,,,,
"LOLIVUL_AL",2005,470,872,455,27035,270352868.3,,,,
"LOLIVUL_AL",2006,614,240,120,5473,54728313.71,,,,
"LOLIVUL_AL",2007,602,"NA","NA",,,,,,
"LOLIVUL_AL",2008,480,781,438,,,,,,
"LOLIVUL_AL",2009,558,"NA","NA",,,,,,
"LOLIVUL_AL",2010,512,"NA","NA",,,,,,
"LOLIVUL_AL",2011,481,"NA","NA",,,,,,
"LOLIVUL_AL",2012,667,"NA","NA",,,,,,
"LOLIVUL_AL",2013,616,341,170,,,,,,
"LOLIVUL_AL",2014,494,802,378,,,,,,
"LOLIVUL_AL",2015,"NA","NA",,,,,,,
"LOPHBUD_AL",1970,1,"NA",,,,,,,
"LOPHBUD_AL",1971,1,"NA",,,,,,,
"LOPHBUD_AL",1972,1,"NA",,,,,,,
"LOPHBUD_AL",1973,1,"NA",,,,,,,
"LOPHBUD_AL",1974,1,"NA",,,,,,,
"LOPHBUD_AL",1975,1,"NA",,,,,,,
"LOPHBUD_AL",1976,1,"NA",,,,,,,
"LOPHBUD_AL",1977,1,"NA",,,,,,,
"LOPHBUD_AL",1978,1,"NA",,,,,,,
"LOPHBUD_AL",1979,1,"NA",,,,,,,
"LOPHBUD_AL",1980,1,"NA",,,,,,,
"LOPHBUD_AL",1981,1,"NA",,,,,,,
"LOPHBUD_AL",1982,383,"NA",,,,,,,
"LOPHBUD_AL",1983,609,"NA",,,,,,,
"LOPHBUD_AL",1984,470,"NA",,,,,,,
"LOPHBUD_AL",1985,379,"NA",,,,,,,
"LOPHBUD_AL",1986,594,"NA",,,,,,,
"LOPHBUD_AL",1987,860,"NA",,,,,,,
"LOPHBUD_AL",1988,369,"NA",,,,,,,
"LOPHBUD_AL",1989,312,"NA",,,,,,,
"LOPHBUD_AL",1990,340,"NA",,,,,,,
"LOPHBUD_AL",1991,486,"NA",,,,,,,
"LOPHBUD_AL",1992,713,"NA",,,,,,,
"LOPHBUD_AL",1993,703,"NA",,,,,,,
"LOPHBUD_AL",1994,1175,6590,3626,,,,,,
"LOPHBUD_AL",1995,1321,4920,2921,,,,,,
"LOPHBUD_AL",1996,824,4687,2845,5566,5566432795,,,,
"LOPHBUD_AL",1997,788,3686,2333,5100,5100061633,,,,
"LOPHBUD_AL",1998,642,3024,2056,3874,3873531848,,,,
"LOPHBUD_AL",1999,617,3034,1992,3710,3709642971,,,,
"LOPHBUD_AL",2000,792,2592,1529,3127,3126958788,,,,
"LOPHBUD_AL",2001,606,2140,1396,2236,2236446129,,,,
"LOPHBUD_AL",2002,607,"NA","NA","NA",,,,,
"LOPHBUD_AL",2003,733,4183,2467,3714,3714336915,,,,
"LOPHBUD_AL",2004,959,2765,1567,2626,2626314848,,,,
"LOPHBUD_AL",2005,1174,3141,1805,2951,2951122176,,,,
"LOPHBUD_AL",2006,1275,2628,1654,2279,2278890040,,,,
"LOPHBUD_AL",2007,1252,"NA","NA",,,,,,
"LOPHBUD_AL",2008,891,2229,1398,,,,,,
"LOPHBUD_AL",2009,1048,"NA","NA",,,,,,
"LOPHBUD_AL",2010,964,"NA","NA",,,,,,
"LOPHBUD_AL",2011,1097,"NA","NA",,,,,,
"LOPHBUD_AL",2012,927,"NA","NA",,,,,,
"LOPHBUD_AL",2013,530,2335,1486,,,,,,
"LOPHBUD_AL",2014,557,2203,1271,,,,,,
"LOPHBUD_AL",2015,"NA","NA",,,,,,,
"MERLMER_AL",1970,1198,"NA",,,,,,,
"MERLMER_AL",1971,1016,"NA",,,,,,,
"MERLMER_AL",1972,1239,"NA",,,,,,,
"MERLMER_AL",1973,1828,"NA",,,,,,,
"MERLMER_AL",1974,1779,"NA",,,,,,,
"MERLMER_AL",1975,1581,"NA",,,,,,,
"MERLMER_AL",1976,1812,"NA",,,,,,,
"MERLMER_AL",1977,1871,"NA",,,,,,,
"MERLMER_AL",1978,2003,"NA",,,,,,,
"MERLMER_AL",1979,1725,"NA",,,,,,,
"MERLMER_AL",1980,1758,"NA",,,,,,,
"MERLMER_AL",1981,1685,"NA",,,,,,,
"MERLMER_AL",1982,1883,"NA",,,,,,,
"MERLMER_AL",1983,2149,"NA",,,,,,,
"MERLMER_AL",1984,2009,"NA",,,,,,,
"MERLMER_AL",1985,2771,"NA",,,,,,,
"MERLMER_AL",1986,3617,"NA",,,,,,,
"MERLMER_AL",1987,2849,"NA",,,,,,,
"MERLMER_AL",1988,3435,"NA",,,,,,,
"MERLMER_AL",1989,3775,"NA",,,,,,,
"MERLMER_AL",1990,3407,"NA",,,,,,,
"MERLMER_AL",1991,2722,"NA",,,,,,,
"MERLMER_AL",1992,3479,"NA",,,,,,,
"MERLMER_AL",1993,3483,"NA",,,,,,,
"MERLMER_AL",1994,4867,4036,2.84,,,,,,
"MERLMER_AL",1995,3919,3953,2.35,,,,,,
"MERLMER_AL",1996,3435,4413,2.97,,,,,,
"MERLMER_AL",1997,3157,4675,3.57,,,,,,
"MERLMER_AL",1998,2371,4173,3.61,,,,,,
"MERLMER_AL",1999,2525,5148,4.23,,,,,,
"MERLMER_AL",2000,2473,4855,3.5,,,,,,
"MERLMER_AL",2001,2243,3668,2.98,,,,,,
"MERLMER_AL",2002,2339,"NA","NA",,,,,,
"MERLMER_AL",2003,2565,5534,4.09,,,,,,
"MERLMER_AL",2004,3065,6074,3.97,,,,,,
"MERLMER_AL",2005,3073,6032,4.11,,,,,,
"MERLMER_AL",2006,3670,8652,6.04,,,,,,
"MERLMER_AL",2007,4091,"NA","NA",,,,,,
"MERLMER_AL",2008,4178,6466,5.52,,,,,,
"MERLMER_AL",2009,4057,"NA","NA",,,,,,
"MERLMER_AL",2010,3567,"NA","NA",,,,,,
"MERLMER_AL",2011,3237,"NA","NA",,,,,,
"MERLMER_AL",2012,3445,"NA","NA",,,,,,
"MERLMER_AL",2013,3786,3368,2.1,,,,,,
"MERLMER_AL",2014,2610,3772,2.5,,,,,,
"MERLMER_AL",2015,"NA","NA",,,,,,,
"MICMPOU_AL",1970,1,"NA",,,,,,,
"MICMPOU_AL",1971,1,"NA",,,,,,,
"MICMPOU_AL",1972,216,"NA",,,,,,,
"MICMPOU_AL",1973,194,"NA",,,,,,,
"MICMPOU_AL",1974,445,"NA",,,,,,,
"MICMPOU_AL",1975,330,"NA",,,,,,,
"MICMPOU_AL",1976,456,"NA",,,,,,,
"MICMPOU_AL",1977,413,"NA",,,,,,,
"MICMPOU_AL",1978,466,"NA",,,,,,,
"MICMPOU_AL",1979,387,"NA",,,,,,,
"MICMPOU_AL",1980,386,"NA",,,,,,,
"MICMPOU_AL",1981,342,"NA",,,,,,,
"MICMPOU_AL",1982,672,"NA",,,,,,,
"MICMPOU_AL",1983,1068,"NA",,,,,,,
"MICMPOU_AL",1984,807,"NA",,,,,,,
"MICMPOU_AL",1985,692,"NA",,,,,,,
"MICMPOU_AL",1986,1142,"NA",,,,,,,
"MICMPOU_AL",1987,1645,"NA",,,,,,,
"MICMPOU_AL",1988,1099,"NA",,,,,,,
"MICMPOU_AL",1989,1492,"NA",,,,,,,
"MICMPOU_AL",1990,1122,"NA",,,,,,,
"MICMPOU_AL",1991,1135,"NA",,,,,,,
"MICMPOU_AL",1992,1421,"NA",,,,,,,
"MICMPOU_AL",1993,1835,"NA",,,,,,,
"MICMPOU_AL",1994,1965,7586,7245,,,,,,
"MICMPOU_AL",1995,1709,6848,6635,,,,,,
"MICMPOU_AL",1996,1037,8289,7460,68817,6881678468,,,,
"MICMPOU_AL",1997,1161,3780,3359,25742,2574186376,,,,
"MICMPOU_AL",1998,510,2787,2404,18325,1832499469,,,,
"MICMPOU_AL",1999,324,21047,12616,86635,8663512617,,,,
"MICMPOU_AL",2000,318,6692,3981,29737,2973653815,,,,
"MICMPOU_AL",2001,220,3087,1921,9547,954680941.1,,,,
"MICMPOU_AL",2002,458,"NA","NA","NA","NA",,,,
"MICMPOU_AL",2003,1106,15633,14525,94365,9436472651,,,,
"MICMPOU_AL",2004,1053,14062,12907,80653,8065274498,,,,
"MICMPOU_AL",2005,1089,16637,10541,62321,6232092077,,,,
"MICMPOU_AL",2006,1269,25813,21514,97010,9700991096,,,,
"MICMPOU_AL",2007,1003,"NA","NA",,,,,,
"MICMPOU_AL",2008,872,12156,10532,,,,,,
"MICMPOU_AL",2009,624,"NA","NA",,,,,,
"MICMPOU_AL",2010,568,"NA","NA",,,,,,
"MICMPOU_AL",2011,463,"NA","NA",,,,,,
"MICMPOU_AL",2012,523,"NA","NA",,,,,,
"MICMPOU_AL",2013,1140,7305,7120,,,,,,
"MICMPOU_AL",2014,524,2246,2081,,,,,,
"MICMPOU_AL",2015,"NA","NA",,,,,,,
"MULLBAR_AL",1970,1,"NA",,,,,,,
"MULLBAR_AL",1971,1,"NA",,,,,,,
"MULLBAR_AL",1972,1,"NA",,,,,,,
"MULLBAR_AL",1973,70,"NA",,,,,,,
"MULLBAR_AL",1974,194,"NA",,,,,,,
"MULLBAR_AL",1975,1,"NA",,,,,,,
"MULLBAR_AL",1976,243,"NA",,,,,,,
"MULLBAR_AL",1977,314,"NA",,,,,,,
"MULLBAR_AL",1978,165,"NA",,,,,,,
"MULLBAR_AL",1979,231,"NA",,,,,,,
"MULLBAR_AL",1980,493,"NA",,,,,,,
"MULLBAR_AL",1981,496,"NA",,,,,,,
"MULLBAR_AL",1982,1806,"NA",,,,,,,
"MULLBAR_AL",1983,1862,"NA",,,,,,,
"MULLBAR_AL",1984,843,"NA",,,,,,,
"MULLBAR_AL",1985,1797,"NA",,,,,,,
"MULLBAR_AL",1986,2937,"NA",,,,,,,
"MULLBAR_AL",1987,2532,"NA",,,,,,,
"MULLBAR_AL",1988,3001,"NA",,,,,,,
"MULLBAR_AL",1989,2915,"NA",,,,,,,
"MULLBAR_AL",1990,2959,"NA",,,,,,,
"MULLBAR_AL",1991,4788,"NA",,,,,,,
"MULLBAR_AL",1992,3870,"NA",,,,,,,
"MULLBAR_AL",1993,3871,"NA",,,,,,,
"MULLBAR_AL",1994,4576,3068,1534,0.774,,,,,
"MULLBAR_AL",1995,3503,2964,1520,0.889,,,,,
"MULLBAR_AL",1996,2995,2669,1410,0.749,,,,,
"MULLBAR_AL",1997,2901,3215,1636,1.188,,,,,
"MULLBAR_AL",1998,2296,4927,2612,1.743,,,,,
"MULLBAR_AL",1999,2510,6801,3463,1.928,,,,,
"MULLBAR_AL",2000,2282,7156,3621,2.178,,,,,
"MULLBAR_AL",2001,2081,10929,5469,2.903,,,,,
"MULLBAR_AL",2002,1850,"NA","NA","NA",,,,,
"MULLBAR_AL",2003,1537,8791,4649,2.646,,,,,
"MULLBAR_AL",2004,1903,5569,2868,1.763,,,,,
"MULLBAR_AL",2005,2298,3605,1812,0.985,,,,,
"MULLBAR_AL",2006,2692,4910,2470,1.402,,,,,
"MULLBAR_AL",2007,2363,"NA","NA","NA",,,,,
"MULLBAR_AL",2008,2145,5354,2728,1.162,,,,,
"MULLBAR_AL",2009,2391,"NA","NA",,,,,,
"MULLBAR_AL",2010,2485,"NA","NA",,,,,,
"MULLBAR_AL",2011,2035,"NA","NA",,,,,,
"MULLBAR_AL",2012,1948,"NA","NA",,,,,,
"MULLBAR_AL",2013,2062,10237,5145,,,,,,
"MULLBAR_AL",2014,1920,6608,3453,,,,,,
"MULLBAR_AL",2015,"NA","NA",,,,,,,
"MULLSUR_AL",1970,314,"NA",,,,,,,
"MULLSUR_AL",1971,225,"NA",,,,,,,
"MULLSUR_AL",1972,294,"NA",,,,,,,
"MULLSUR_AL",1973,1,"NA",,,,,,,
"MULLSUR_AL",1974,1,"NA",,,,,,,
"MULLSUR_AL",1975,1,"NA",,,,,,,
"MULLSUR_AL",1976,139,"NA",,,,,,,
"MULLSUR_AL",1977,89,"NA",,,,,,,
"MULLSUR_AL",1978,40,"NA",,,,,,,
"MULLSUR_AL",1979,17,"NA",,,,,,,
"MULLSUR_AL",1980,52,"NA",,,,,,,
"MULLSUR_AL",1981,78,"NA",,,,,,,
"MULLSUR_AL",1982,1192,"NA",,,,,,,
"MULLSUR_AL",1983,1241,"NA",,,,,,,
"MULLSUR_AL",1984,2782,"NA",,,,,,,
"MULLSUR_AL",1985,1897,"NA",,,,,,,
"MULLSUR_AL",1986,2317,"NA",,,,,,,
"MULLSUR_AL",1987,2024,"NA",,,,,,,
"MULLSUR_AL",1988,2411,"NA",,,,,,,
"MULLSUR_AL",1989,2494,"NA",,,,,,,
"MULLSUR_AL",1990,1849,"NA",,,,,,,
"MULLSUR_AL",1991,2131,"NA",,,,,,,
"MULLSUR_AL",1992,2977,"NA",,,,,,,
"MULLSUR_AL",1993,2000,"NA",,,,,,,
"MULLSUR_AL",1994,3566,3461,1730,,,,,,
"MULLSUR_AL",1995,2282,1074,578,,,,,,
"MULLSUR_AL",1996,2072,1753,968,8071,807127289.9,,,,
"MULLSUR_AL",1997,2174,2720,1431,11135,1113472867,,,,
"MULLSUR_AL",1998,1370,2912,1646,15679,1567932159,,,,
"MULLSUR_AL",1999,1418,3140,1818,13924,1392395030,,,,
"MULLSUR_AL",2000,1787,2312,1217,11383,1138312481,,,,
"MULLSUR_AL",2001,1713,1311,678,4689,468930079.1,,,,
"MULLSUR_AL",2002,1163,"NA","NA","NA",,,,,
"MULLSUR_AL",2003,1266,2860,1499,14780,1477969683,,,,
"MULLSUR_AL",2004,1302,2292,1197,8969,896949782.7,,,,
"MULLSUR_AL",2005,1426,3522,1828,13694,1369430941,,,,
"MULLSUR_AL",2006,1808,3287,1664,11098,1109778458,,,,
"MULLSUR_AL",2007,1838,"NA","NA","NA",,,,,
"MULLSUR_AL",2008,1649,2140,1085,,,,,,
"MULLSUR_AL",2009,1821,"NA","NA",,,,,,
"MULLSUR_AL",2010,1678,"NA","NA",,,,,,
"MULLSUR_AL",2011,1475,"NA","NA",,,,,,
"MULLSUR_AL",2012,1606,"NA","NA",,,,,,
"MULLSUR_AL",2013,1447,1916,975,,,,,,
"MULLSUR_AL",2014,1474,1931,927,,,,,,
"MULLSUR_AL",2015,"NA","NA",,,,,,,
"NEPRNOR_AL",1970,475,"NA",,,,,,,
"NEPRNOR_AL",1971,496,"NA",,,,,,,
"NEPRNOR_AL",1972,534,"NA",,,,,,,
"NEPRNOR_AL",1973,733,"NA",,,,,,,
"NEPRNOR_AL",1974,651,"NA",,,,,,,
"NEPRNOR_AL",1975,546,"NA",,,,,,,
"NEPRNOR_AL",1976,575,"NA",,,,,,,
"NEPRNOR_AL",1977,700,"NA",,,,,,,
"NEPRNOR_AL",1978,879,"NA",,,,,,,
"NEPRNOR_AL",1979,729,"NA",,,,,,,
"NEPRNOR_AL",1980,692,"NA",,,,,,,
"NEPRNOR_AL",1981,725,"NA",,,,,,,
"NEPRNOR_AL",1982,656,"NA",,,,,,,
"NEPRNOR_AL",1983,720,"NA",,,,,,,
"NEPRNOR_AL",1984,833,"NA",,,,,,,
"NEPRNOR_AL",1985,813,"NA",,,,,,,
"NEPRNOR_AL",1986,1021,"NA",,,,,,,
"NEPRNOR_AL",1987,1102,"NA",,,,,,,
"NEPRNOR_AL",1988,1264,"NA",,,,,,,
"NEPRNOR_AL",1989,1173,"NA",,,,,,,
"NEPRNOR_AL",1990,1595,"NA",,,,,,,
"NEPRNOR_AL",1991,934,"NA",,,,,,,
"NEPRNOR_AL",1992,707,"NA",,,,,,,
"NEPRNOR_AL",1993,796,"NA",,,,,,,
"NEPRNOR_AL",1994,1066,1417,1382,1.345,,,,,
"NEPRNOR_AL",1995,1075,960,884,0.923,,,,,
"NEPRNOR_AL",1996,480,727,670,0.929,,,,,
"NEPRNOR_AL",1997,313,905,871,1.118,,,,,
"NEPRNOR_AL",1998,435,897,832,1.045,,,,,
"NEPRNOR_AL",1999,241,922,860,1.374,,,,,
"NEPRNOR_AL",2000,264,614,555,0.716,,,,,
"NEPRNOR_AL",2001,235,973,888,1.321,,,,,
"NEPRNOR_AL",2002,212,"NA","NA","NA",,,,,
"NEPRNOR_AL",2003,302,503,448,0.359,,,,,
"NEPRNOR_AL",2004,382,764,612,0.471,,,,,
"NEPRNOR_AL",2005,366,1038,642,0.63,,,,,
"NEPRNOR_AL",2006,456,725,662,0.579,,,,,
"NEPRNOR_AL",2007,553,"NA","NA","NA",,,,,
"NEPRNOR_AL",2008,496,550,494,0.439,,,,,
"NEPRNOR_AL",2009,487,"NA","NA",,,,,,
"NEPRNOR_AL",2010,394,"NA","NA",,,,,,
"NEPRNOR_AL",2011,374,"NA","NA",,,,,,
"NEPRNOR_AL",2012,334,"NA","NA",,,,,,
"NEPRNOR_AL",2013,297,730,579,,,,,,
"NEPRNOR_AL",2014,228,623,604,,,,,,
"NEPRNOR_AL",2015,"NA","NA",,,,,,,
"OCTOVUL_AL",1970,87,"NA",,,,,,,
"OCTOVUL_AL",1971,9,"NA",,,,,,,
"OCTOVUL_AL",1972,1,"NA",,,,,,,
"OCTOVUL_AL",1973,1,"NA",,,,,,,
"OCTOVUL_AL",1974,10,"NA",,,,,,,
"OCTOVUL_AL",1975,10,"NA",,,,,,,
"OCTOVUL_AL",1976,27,"NA",,,,,,,
"OCTOVUL_AL",1977,27,"NA",,,,,,,
"OCTOVUL_AL",1978,17,"NA",,,,,,,
"OCTOVUL_AL",1979,25,"NA",,,,,,,
"OCTOVUL_AL",1980,53,"NA",,,,,,,
"OCTOVUL_AL",1981,122,"NA",,,,,,,
"OCTOVUL_AL",1982,435,"NA",,,,,,,
"OCTOVUL_AL",1983,481,"NA",,,,,,,
"OCTOVUL_AL",1984,455,"NA",,,,,,,
"OCTOVUL_AL",1985,681,"NA",,,,,,,
"OCTOVUL_AL",1986,853,"NA",,,,,,,
"OCTOVUL_AL",1987,1035,"NA",,,,,,,
"OCTOVUL_AL",1988,1855,"NA",,,,,,,
