"Stock","yr","ct","bt",,,,,,,
"MULLBAR_IS",1992,6203,"NA",,,,,,,
"MULLBAR_IS",1993,5859,"NA",,,,,,,
"MULLBAR_IS",1994,5325,7.93,,,,,,,
"MULLBAR_IS",1995,4637,17.87,,,,,,,
"MULLBAR_IS",1996,5202,7.87,,,,,,,
"MULLBAR_IS",1997,2556,3.61,,,,,,,
"MULLBAR_IS",1998,3514,7.01,,,,,,,
"MULLBAR_IS",1999,4099,2.47,,,,,,,
"MULLBAR_IS",2000,4257,6.42,,,,,,,
"MULLBAR_IS",2001,3347,11.59,,,,,,,
"MULLBAR_IS",2002,2595,14.24,,,,,,,
"MULLBAR_IS",2003,2937,8.26,,,,,,,
"MULLBAR_IS",2004,3767,14.61,,,,,,,
"MULLBAR_IS",2005,1741,13.84,,,,,,,
"MULLBAR_IS",2006,2738,14.38,,,,,,,
"MULLBAR_IS",2007,3071,34.78,,,,,,,
"MULLBAR_IS",2008,2302,"NA",83.52,,,,,,
"MULLBAR_IS",2009,1695,"NA",9.97,,,,,,
"MULLBAR_IS",2010,1741,22.6,,,,,,,
"MULLBAR_IS",2011,1459,14.31,,,,,,,
"MULLBAR_IS",2012,1195,13.99,,,,,,,
"MULLBAR_IS",2013,1282,32.99,,,,,,,
"MULLBAR_IS",2014,1200,54.66,,,,,,,
"MULLBAR_IS",2015,"NA","NA",,,,,,,
"MULLSUR_IS",1970,1,"NA",,,,,,,
"MULLSUR_IS",1971,1,"NA",,,,,,,
"MULLSUR_IS",1972,1,"NA",,,,,,,
"MULLSUR_IS",1973,1,"NA",,,,,,,
"MULLSUR_IS",1974,1,"NA",,,,,,,
"MULLSUR_IS",1975,1,"NA",,,,,,,
"MULLSUR_IS",1976,1,"NA",,,,,,,
"MULLSUR_IS",1977,1,"NA",,,,,,,
"MULLSUR_IS",1978,1,"NA",,,,,,,
"MULLSUR_IS",1979,1,"NA",,,,,,,
"MULLSUR_IS",1980,1,"NA",,,,,,,
"MULLSUR_IS",1981,1,"NA",,,,,,,
"MULLSUR_IS",1982,91,"NA",,,,,,,
"MULLSUR_IS",1983,153,"NA",,,,,,,
"MULLSUR_IS",1984,626,"NA",,,,,,,
"MULLSUR_IS",1985,137,"NA",,,,,,,
"MULLSUR_IS",1986,116,"NA",,,,,,,
"MULLSUR_IS",1987,189,"NA",,,,,,,
"MULLSUR_IS",1988,228,"NA",,,,,,,
"MULLSUR_IS",1989,388,"NA",,,,,,,
"MULLSUR_IS",1990,366,"NA",,,,,,,
"MULLSUR_IS",1991,321,"NA",,,,,,,
"MULLSUR_IS",1992,179,"NA",,,,,,,
"MULLSUR_IS",1993,309,"NA",,,,,,,
"MULLSUR_IS",1994,571,1.1,,,,,,,
"MULLSUR_IS",1995,331,0.87,,,,,,,
"MULLSUR_IS",1996,209,2.03,,,,,,,
"MULLSUR_IS",1997,243,0.77,,,,,,,
"MULLSUR_IS",1998,143,2.25,,,,,,,
"MULLSUR_IS",1999,214,0.55,,,,,,,
"MULLSUR_IS",2000,16,0.85,,,,,,,
"MULLSUR_IS",2001,375,0.48,,,,,,,
"MULLSUR_IS",2002,101,2.75,,,,,,,
"MULLSUR_IS",2003,188,0.8,,,,,,,
"MULLSUR_IS",2004,97,1.07,,,,,,,
"MULLSUR_IS",2005,102,1.93,,,,,,,
"MULLSUR_IS",2006,79,0.59,,,,,,,
"MULLSUR_IS",2007,86,5.29,,,,,,,
"MULLSUR_IS",2008,91,0.98,,,,,,,
"MULLSUR_IS",2009,96,0.7,,,,,,,
"MULLSUR_IS",2010,63,0.22,,,,,,,
"MULLSUR_IS",2011,76,"NA",,,,,,,
"MULLSUR_IS",2012,78,"NA",,,,,,,
"MULLSUR_IS",2013,78,"NA",,,,,,,
"MULLSUR_IS",2014,71,"NA",,,,,,,
"MULLSUR_IS",2015,"NA","NA",,,,,,,
"SARDPIL_IS",1970,5662,"NA",,,,,,,
"SARDPIL_IS",1971,6232,"NA",,,,,,,
"SARDPIL_IS",1972,5142,"NA",,,,,,,
"SARDPIL_IS",1973,10901,"NA",,,,,,,
"SARDPIL_IS",1974,10760,"NA",,,,,,,
"SARDPIL_IS",1975,8624,"NA",,,,,,,
"SARDPIL_IS",1976,10742,"NA",,,,,,,
"SARDPIL_IS",1977,7509,"NA",,,,,,,
"SARDPIL_IS",1978,8186,"NA",,,,,,,
"SARDPIL_IS",1979,8807,"NA",,,,,,,
"SARDPIL_IS",1980,8150,"NA",,,,,,,
"SARDPIL_IS",1981,11316,"NA",,,,,,,
"SARDPIL_IS",1982,14639,"NA",,,,,,,
"SARDPIL_IS",1983,14799,"NA",,,,,,,
"SARDPIL_IS",1984,13834,"NA",,,,,,,
"SARDPIL_IS",1985,14775,"NA",,,,,,,
"SARDPIL_IS",1986,15108,"NA",,,,,,,
"SARDPIL_IS",1987,15125,"NA",,,,,,,
"SARDPIL_IS",1988,16464,"NA",,,,,,,
"SARDPIL_IS",1989,16259,"NA",,,,,,,
"SARDPIL_IS",1990,12153,"NA",,,,,,,
"SARDPIL_IS",1991,12219,"NA",,,,,,,
"SARDPIL_IS",1992,7671,"NA",,,,,,,
"SARDPIL_IS",1993,10845,"NA",,,,,,,
"SARDPIL_IS",1994,8462,1.37,,,,,,,
"SARDPIL_IS",1995,18668,0.93,,,,,,,
"SARDPIL_IS",1996,16105,1.76,,,,,,,
"SARDPIL_IS",1997,13178,8.16,,,,,,,
"SARDPIL_IS",1998,10983,"NA",26.26,,,,,,
"SARDPIL_IS",1999,6526,4.65,,,,,,,
"SARDPIL_IS",2000,7054,4.5,,,,,,,
"SARDPIL_IS",2001,6534,3.17,,,,,,,
"SARDPIL_IS",2002,5329,0.85,,,,,,,
"SARDPIL_IS",2003,5774,0.48,,,,,,,
"SARDPIL_IS",2004,4754,1.24,,,,,,,
"SARDPIL_IS",2005,4965,2.26,,,,,,,
"SARDPIL_IS",2006,5607,"NA",,,,,,,
"SARDPIL_IS",2007,4339,8.66,,,,,,,
"SARDPIL_IS",2008,4974,1.86,,,,,,,
"SARDPIL_IS",2009,3711,3.62,,,,,,,
"SARDPIL_IS",2010,3150,"NA",,,,,,,
"SARDPIL_IS",2011,3586,"NA",,,,,,,
"SARDPIL_IS",2012,4075,"NA",,,,,,,
"SARDPIL_IS",2013,3778,"NA",,,,,,,
"SARDPIL_IS",2014,5160,"NA",,,,,,,
"SARDPIL_IS",2015,"NA","NA",,,,,,,
"PARELON_IS",1970,1280,"NA",,,,,,,
"PARELON_IS",1971,1107,"NA",,,,,,,
"PARELON_IS",1972,1048,"NA",,,,,,,
"PARELON_IS",1973,5774,"NA",,,,,,,
"PARELON_IS",1974,7340,"NA",,,,,,,
"PARELON_IS",1975,7410,"NA",,,,,,,
"PARELON_IS",1976,6778,"NA",,,,,,,
"PARELON_IS",1977,6590,"NA",,,,,,,
"PARELON_IS",1978,6659,"NA",,,,,,,
"PARELON_IS",1979,5180,"NA",,,,,,,
"PARELON_IS",1980,4848,"NA",,,,,,,
"PARELON_IS",1981,5578,"NA",,,,,,,
"PARELON_IS",1982,4606,"NA",,,,,,,
"PARELON_IS",1983,8790,"NA",,,,,,,
"PARELON_IS",1984,13359,"NA",,,,,,,
"PARELON_IS",1985,14457,"NA",,,,,,,
"PARELON_IS",1986,10054,"NA",,,,,,,
"PARELON_IS",1987,6313,"NA",,,,,,,
"PARELON_IS",1988,11451,"NA",,,,,,,
"PARELON_IS",1989,9772,"NA",,,,,,,
"PARELON_IS",1990,19532,"NA",,,,,,,
"PARELON_IS",1991,17068,"NA",,,,,,,
"PARELON_IS",1992,13407,"NA",,,,,,,
"PARELON_IS",1993,8575,"NA",,,,,,,
"PARELON_IS",1994,9393,5.49,,,,,,,
"PARELON_IS",1995,6544,8.06,,,,,,,
"PARELON_IS",1996,5780,4.38,,,,,,,
"PARELON_IS",1997,4032,6.86,,,,,,,
"PARELON_IS",1998,3530,9.31,,,,,,,
"PARELON_IS",1999,3634,3.82,,,,,,,
"PARELON_IS",2000,6473,3.36,,,,,,,
"PARELON_IS",2001,6168,3.32,,,,,,,
"PARELON_IS",2002,5700,5.89,,,,,,,
"PARELON_IS",2003,5300,7.07,,,,,,,
"PARELON_IS",2004,3716,8,,,,,,,
"PARELON_IS",2005,11755,6.45,,,,,,,
"PARELON_IS",2006,12010,7.12,,,,,,,
"PARELON_IS",2007,8208,4.36,,,,,,,
"PARELON_IS",2008,8297,8.64,,,,,,,
"PARELON_IS",2009,9750,12.15,,,,,,,
"PARELON_IS",2010,9968,10.9,,,,,,,
"PARELON_IS",2011,9350,6.9,,,,,,,
"PARELON_IS",2012,7374,8.8,,,,,,,
"PARELON_IS",2013,7297,10,,,,,,,
"PARELON_IS",2014,6550,7.2,,,,,,,
"PARELON_IS",2015,"NA","NA",,,,,,,
"SQUIMAN_IS",1970,505,"NA",,,,,,,
"SQUIMAN_IS",1971,579,"NA",,,,,,,
"SQUIMAN_IS",1972,441,"NA",,,,,,,
"SQUIMAN_IS",1973,397,"NA",,,,,,,
"SQUIMAN_IS",1974,498,"NA",,,,,,,
"SQUIMAN_IS",1975,613,"NA",,,,,,,
"SQUIMAN_IS",1976,645,"NA",,,,,,,
"SQUIMAN_IS",1977,872,"NA",,,,,,,
"SQUIMAN_IS",1978,821,"NA",,,,,,,
"SQUIMAN_IS",1979,879,"NA",,,,,,,
"SQUIMAN_IS",1980,1021,"NA",,,,,,,
"SQUIMAN_IS",1981,908,"NA",,,,,,,
"SQUIMAN_IS",1982,908,"NA",,,,,,,
"SQUIMAN_IS",1983,686,"NA",,,,,,,
"SQUIMAN_IS",1984,605,"NA",,,,,,,
"SQUIMAN_IS",1985,364,"NA",,,,,,,
"SQUIMAN_IS",1986,396,"NA",,,,,,,
"SQUIMAN_IS",1987,567,"NA",,,,,,,
"SQUIMAN_IS",1988,637,"NA",,,,,,,
"SQUIMAN_IS",1989,540,"NA",,,,,,,
"SQUIMAN_IS",1990,445,"NA",,,,,,,
"SQUIMAN_IS",1991,548,"NA",,,,,,,
"SQUIMAN_IS",1992,569,"NA",,,,,,,
"SQUIMAN_IS",1993,679,"NA",,,,,,,
"SQUIMAN_IS",1994,619,0.36,,,,,,,
"SQUIMAN_IS",1995,556,0.55,,,,,,,
"SQUIMAN_IS",1996,541,0.12,,,,,,,
"SQUIMAN_IS",1997,539,0.2,,,,,,,
"SQUIMAN_IS",1998,608,1.54,,,,,,,
"SQUIMAN_IS",1999,633,0.37,,,,,,,
"SQUIMAN_IS",2000,814,0.81,,,,,,,
"SQUIMAN_IS",2001,1157,0.18,,,,,,,
"SQUIMAN_IS",2002,795,0.06,,,,,,,
"SQUIMAN_IS",2003,1237,0.01,,,,,,,
"SQUIMAN_IS",2004,1138,0.09,,,,,,,
"SQUIMAN_IS",2005,1595,0.1,,,,,,,
"SQUIMAN_IS",2006,1477,0.15,,,,,,,
"SQUIMAN_IS",2007,1504,0.27,,,,,,,
"SQUIMAN_IS",2008,1298,0.15,,,,,,,
"SQUIMAN_IS",2009,1282,0.09,,,,,,,
"SQUIMAN_IS",2010,842,0.07,,,,,,,
"SQUIMAN_IS",2011,734,"NA",,,,,,,
"SQUIMAN_IS",2012,953,"NA",,,,,,,
"SQUIMAN_IS",2013,2394,"NA",,,,,,,
"SQUIMAN_IS",2014,1230,"NA",,,,,,,
"BOOPBOO_IS",1970,3880,"NA",,,,,,,
"BOOPBOO_IS",1971,3956,"NA",,,,,,,
"BOOPBOO_IS",1972,4206,"NA",,,,,,,
"BOOPBOO_IS",1973,6067,"NA",,,,,,,
"BOOPBOO_IS",1974,6494,"NA",,,,,,,
"BOOPBOO_IS",1975,5813,"NA",,,,,,,
"BOOPBOO_IS",1976,5918,"NA",,,,,,,
"BOOPBOO_IS",1977,4841,"NA",,,,,,,
"BOOPBOO_IS",1978,5497,"NA",,,,,,,
"BOOPBOO_IS",1979,5237,"NA",,,,,,,
"BOOPBOO_IS",1980,4168,"NA",,,,,,,
"BOOPBOO_IS",1981,4274,"NA",,,,,,,
"BOOPBOO_IS",1982,3657,"NA",,,,,,,
"BOOPBOO_IS",1983,4124,"NA",,,,,,,
"BOOPBOO_IS",1984,6730,"NA",,,,,,,
"BOOPBOO_IS",1985,4968,"NA",,,,,,,
"BOOPBOO_IS",1986,4847,"NA",,,,,,,
"BOOPBOO_IS",1987,3452,"NA",,,,,,,
"BOOPBOO_IS",1988,3626,"NA",,,,,,,
"BOOPBOO_IS",1989,3529,"NA",,,,,,,
"BOOPBOO_IS",1990,3791,"NA",,,,,,,
"BOOPBOO_IS",1991,4132,"NA",,,,,,,
"BOOPBOO_IS",1992,4085,"NA",,,,,,,
"BOOPBOO_IS",1993,3806,"NA",,,,,,,
"BOOPBOO_IS",1994,3881,13.15,,,,,,,
"BOOPBOO_IS",1995,4490,5.02,,,,,,,
"BOOPBOO_IS",1996,4302,5.32,,,,,,,
"BOOPBOO_IS",1997,3383,6.66,,,,,,,
"BOOPBOO_IS",1998,3662,16.65,,,,,,,
"BOOPBOO_IS",1999,3311,2.73,,,,,,,
"BOOPBOO_IS",2000,2835,5.34,,,,,,,
"BOOPBOO_IS",2001,2749,6.29,,,,,,,
"BOOPBOO_IS",2002,2830,3.79,,,,,,,
"BOOPBOO_IS",2003,2268,4.23,,,,,,,
"BOOPBOO_IS",2004,1930,7.2,,,,,,,
"BOOPBOO_IS",2005,3193,3.7,,,,,,,
"BOOPBOO_IS",2006,2841,4.62,,,,,,,
"BOOPBOO_IS",2007,2586,4.83,,,,,,,
"BOOPBOO_IS",2008,2542,6.53,,,,,,,
"BOOPBOO_IS",2009,2115,8.07,,,,,,,
"BOOPBOO_IS",2010,1889,5.46,,,,,,,
"BOOPBOO_IS",2011,2388,"NA",,,,,,,
"BOOPBOO_IS",2012,2369,"NA",,,,,,,
"BOOPBOO_IS",2013,1568,"NA",,,,,,,
"BOOPBOO_IS",2014,1312,"NA",,,,,,,
"BOOPBOO_IS",2015,"NA","NA",,,,,,,
"ILLECOI_IS",1970,328,"NA",,,,,,,
"ILLECOI_IS",1971,315,"NA",,,,,,,
"ILLECOI_IS",1972,307,"NA",,,,,,,
"ILLECOI_IS",1973,1047,"NA",,,,,,,
"ILLECOI_IS",1974,1172,"NA",,,,,,,
"ILLECOI_IS",1975,1229,"NA",,,,,,,
"ILLECOI_IS",1976,1352,"NA",,,,,,,
"ILLECOI_IS",1977,1561,"NA",,,,,,,
"ILLECOI_IS",1978,1535,"NA",,,,,,,
"ILLECOI_IS",1979,1375,"NA",,,,,,,
"ILLECOI_IS",1980,1131,"NA",,,,,,,
"ILLECOI_IS",1981,1011,"NA",,,,,,,
"ILLECOI_IS",1982,1539,"NA",,,,,,,
"ILLECOI_IS",1983,1272,"NA",,,,,,,
"ILLECOI_IS",1984,2327,"NA",,,,,,,
"ILLECOI_IS",1985,2736,"NA",,,,,,,
"ILLECOI_IS",1986,3333,"NA",,,,,,,
"ILLECOI_IS",1987,2669,"NA",,,,,,,
"ILLECOI_IS",1988,2685,"NA",,,,,,,
"ILLECOI_IS",1989,3182,"NA",,,,,,,
"ILLECOI_IS",1990,3179,"NA",,,,,,,
"ILLECOI_IS",1991,3521,"NA",,,,,,,
"ILLECOI_IS",1992,3519,"NA",,,,,,,
"ILLECOI_IS",1993,2893,"NA",,,,,,,
"ILLECOI_IS",1994,2918,0.68,,,,,,,
"ILLECOI_IS",1995,3076,2.87,,,,,,,
"ILLECOI_IS",1996,2857,2.1,,,,,,,
"ILLECOI_IS",1997,1375,3.02,,,,,,,
"ILLECOI_IS",1998,2983,4.41,,,,,,,
"ILLECOI_IS",1999,865,11.21,,,,,,,
"ILLECOI_IS",2000,1047,4.31,,,,,,,
"ILLECOI_IS",2001,1182,1.98,,,,,,,
"ILLECOI_IS",2002,973,4.34,,,,,,,
"ILLECOI_IS",2003,790,1.55,,,,,,,
"ILLECOI_IS",2004,751,3.59,,,,,,,
"ILLECOI_IS",2005,1840,9.5,,,,,,,
"ILLECOI_IS",2006,1651,6.86,,,,,,,
"ILLECOI_IS",2007,1648,15.07,,,,,,,
"ILLECOI_IS",2008,2128,35.11,,,,,,,
"ILLECOI_IS",2009,1960,13.79,,,,,,,
"ILLECOI_IS",2010,1837,8.05,,,,,,,
"ILLECOI_IS",2011,1708,"NA",,,,,,,
"ILLECOI_IS",2012,1153,"NA",,,,,,,
"ILLECOI_IS",2013,1109,"NA",,,,,,,
"ILLECOI_IS",2014,791,"NA",,,,,,,
"ILLECOI_IS",2015,"NA","NA",,,,,,,
"NEPRNOR_IS",1970,141,"NA",,,,,,,
"NEPRNOR_IS",1971,227,"NA",,,,,,,
"NEPRNOR_IS",1972,239,"NA",,,,,,,
"NEPRNOR_IS",1973,630,"NA",,,,,,,
"NEPRNOR_IS",1974,979,"NA",,,,,,,
"NEPRNOR_IS",1975,1092,"NA",,,,,,,
"NEPRNOR_IS",1976,1412,"NA",,,,,,,
"NEPRNOR_IS",1977,1764,"NA",,,,,,,
"NEPRNOR_IS",1978,1662,"NA",,,,,,,
"NEPRNOR_IS",1979,1084,"NA",,,,,,,
"NEPRNOR_IS",1980,750,"NA",,,,,,,
"NEPRNOR_IS",1981,1014,"NA",,,,,,,
"NEPRNOR_IS",1982,1173,"NA",,,,,,,
"NEPRNOR_IS",1983,1348,"NA",,,,,,,
"NEPRNOR_IS",1984,1397,"NA",,,,,,,
"NEPRNOR_IS",1985,1691,"NA",,,,,,,
"NEPRNOR_IS",1986,2312,"NA",,,,,,,
"NEPRNOR_IS",1987,2188,"NA",,,,,,,
"NEPRNOR_IS",1988,2685,"NA",,,,,,,
"NEPRNOR_IS",1989,2447,"NA",,,,,,,
"NEPRNOR_IS",1990,3302,"NA",,,,,,,
"NEPRNOR_IS",1991,3604,"NA",,,,,,,
"NEPRNOR_IS",1992,3150,"NA",,,,,,,
"NEPRNOR_IS",1993,2306,"NA",,,,,,,
"NEPRNOR_IS",1994,2825,2.29,,,,,,,
"NEPRNOR_IS",1995,2397,1.59,,,,,,,
"NEPRNOR_IS",1996,2755,1.14,,,,,,,
"NEPRNOR_IS",1997,2189,1.6,,,,,,,
"NEPRNOR_IS",1998,1318,1.69,,,,,,,
"NEPRNOR_IS",1999,1994,1.5,,,,,,,
"NEPRNOR_IS",2000,1327,2.4,,,,,,,
"NEPRNOR_IS",2001,1249,1.3,,,,,,,
"NEPRNOR_IS",2002,1101,0.77,,,,,,,
"NEPRNOR_IS",2003,1286,0.84,,,,,,,
"NEPRNOR_IS",2004,1080,0.77,,,,,,,
"NEPRNOR_IS",2005,2016,1.43,,,,,,,
"NEPRNOR_IS",2006,2444,1.75,,,,,,,
"NEPRNOR_IS",2007,2394,1.13,,,,,,,
"NEPRNOR_IS",2008,1887,1.5,,,,,,,
"NEPRNOR_IS",2009,1929,0.75,,,,,,,
"NEPRNOR_IS",2010,1842,0.79,,,,,,,
"NEPRNOR_IS",2011,1497,"NA",,,,,,,
"NEPRNOR_IS",2012,1001,"NA",,,,,,,
"NEPRNOR_IS",2013,1197,"NA",,,,,,,
"NEPRNOR_IS",2014,780,"NA",,,,,,,
"NEPRNOR_IS",2015,"NA","NA",,,,,,,
"OCTOVUL_IS",1970,1792,"NA",,,,,,,
"OCTOVUL_IS",1971,1705,"NA",,,,,,,
"OCTOVUL_IS",1972,2095,"NA",,,,,,,
"OCTOVUL_IS",1973,4835,"NA",,,,,,,
"OCTOVUL_IS",1974,4954,"NA",,,,,,,
"OCTOVUL_IS",1975,5431,"NA",,,,,,,
"OCTOVUL_IS",1976,4980,"NA",,,,,,,
"OCTOVUL_IS",1977,4388,"NA",,,,,,,
"OCTOVUL_IS",1978,4678,"NA",,,,,,,
"OCTOVUL_IS",1979,4404,"NA",,,,,,,
"OCTOVUL_IS",1980,5035,"NA",,,,,,,
"OCTOVUL_IS",1981,5861,"NA",,,,,,,
"OCTOVUL_IS",1982,5461,"NA",,,,,,,
"OCTOVUL_IS",1983,4702,"NA",,,,,,,
"OCTOVUL_IS",1984,5320,"NA",,,,,,,
"OCTOVUL_IS",1985,5347,"NA",,,,,,,
"OCTOVUL_IS",1986,6575,"NA",,,,,,,
"OCTOVUL_IS",1987,5317,"NA",,,,,,,
"OCTOVUL_IS",1988,5748,"NA",,,,,,,
"OCTOVUL_IS",1989,6021,"NA",,,,,,,
"OCTOVUL_IS",1990,6972,"NA",,,,,,,
"OCTOVUL_IS",1991,6142,"NA",,,,,,,
"OCTOVUL_IS",1992,5720,"NA",,,,,,,
"OCTOVUL_IS",1993,6473,"NA",,,,,,,
"OCTOVUL_IS",1994,4822,1.51,,,,,,,
"OCTOVUL_IS",1995,5307,5.83,,,,,,,
"OCTOVUL_IS",1996,4784,2.59,,,,,,,
"OCTOVUL_IS",1997,4736,3.2,,,,,,,
"OCTOVUL_IS",1998,4907,5.91,,,,,,,
"OCTOVUL_IS",1999,3215,0.87,,,,,,,
"OCTOVUL_IS",2000,3811,2.46,,,,,,,
"OCTOVUL_IS",2001,3609,1.96,,,,,,,
"OCTOVUL_IS",2002,3122,6.24,,,,,,,
"OCTOVUL_IS",2003,3005,5.71,,,,,,,
"OCTOVUL_IS",2004,2537,2.98,,,,,,,
"OCTOVUL_IS",2005,1888,7.14,,,,,,,
"OCTOVUL_IS",2006,1807,4.47,,,,,,,
"OCTOVUL_IS",2007,1784,2.62,,,,,,,
"OCTOVUL_IS",2008,1762,4.72,,,,,,,
"OCTOVUL_IS",2009,1809,8.24,,,,,,,
"OCTOVUL_IS",2010,1821,3.97,,,,,,,
"OCTOVUL_IS",2011,1741,"NA",,,,,,,
"OCTOVUL_IS",2012,1288,"NA",,,,,,,
"OCTOVUL_IS",2013,1195,"NA",,,,,,,
"OCTOVUL_IS",2014,980,"NA",,,,,,,
"OCTOVUL_IS",2015,"NA","NA",,,,,,,
"SCOMPNE_IS",1970,27,"NA",,,,,,,
"SCOMPNE_IS",1971,41,"NA",,,,,,,
"SCOMPNE_IS",1972,29,"NA",,,,,,,
"SCOMPNE_IS",1973,15,"NA",,,,,,,
"SCOMPNE_IS",1974,8,"NA",,,,,,,
"SCOMPNE_IS",1975,48,"NA",,,,,,,
"SCOMPNE_IS",1976,27,"NA",,,,,,,
"SCOMPNE_IS",1977,75,"NA",,,,,,,
"SCOMPNE_IS",1978,59,"NA",,,,,,,
"SCOMPNE_IS",1979,69,"NA",,,,,,,
"SCOMPNE_IS",1980,50,"NA",,,,,,,
"SCOMPNE_IS",1981,26,"NA",,,,,,,
"SCOMPNE_IS",1982,29,"NA",,,,,,,
"SCOMPNE_IS",1983,40,"NA",,,,,,,
"SCOMPNE_IS",1984,186,"NA",,,,,,,
"SCOMPNE_IS",1985,47,"NA",,,,,,,
"SCOMPNE_IS",1986,38,"NA",,,,,,,
"SCOMPNE_IS",1987,163,"NA",,,,,,,
"SCOMPNE_IS",1988,275,"NA",,,,,,,
"SCOMPNE_IS",1989,74,"NA",,,,,,,
"SCOMPNE_IS",1990,344,"NA",,,,,,,
"SCOMPNE_IS",1991,300,"NA",,,,,,,
"SCOMPNE_IS",1992,300,"NA",,,,,,,
"SCOMPNE_IS",1993,300,"NA",,,,,,,
"SCOMPNE_IS",1994,300,"NA",,,,,,,
"SCOMPNE_IS",1995,300,"NA",,,,,,,
"SCOMPNE_IS",1996,291,"NA",,,,,,,
"SCOMPNE_IS",1997,414,"NA",,,,,,,
"SCOMPNE_IS",1998,468,"NA",,,,,,,
"SCOMPNE_IS",1999,298,"NA",,,,,,,
"SCOMPNE_IS",2000,450,"NA",,,,,,,
"SCOMPNE_IS",2001,301,"NA",,,,,,,
"SCOMPNE_IS",2002,493,"NA",,,,,,,
"SCOMPNE_IS",2003,540,"NA",,,,,,,
"SCOMPNE_IS",2004,380,"NA",,,,,,,
"SCOMPNE_IS",2005,1646,"NA",,,,,,,
"SCOMPNE_IS",2006,1273,"NA",,,,,,,
"SCOMPNE_IS",2007,1049,"NA",,,,,,,
"SCOMPNE_IS",2008,908,"NA",,,,,,,
"SCOMPNE_IS",2009,757,"NA",,,,,,,
"SCOMPNE_IS",2010,854,"NA",,,,,,,
"SCOMPNE_IS",2011,836,"NA",,,,,,,
"SCOMPNE_IS",2012,675,"NA",,,,,,,
"SCOMPNE_IS",2013,926,"NA",,,,,,,
"SCOMPNE_IS",2014,935,"NA",,,,,,,
"SCOMPNE_IS",2015,"NA","NA",,,,,,,
"SCOMSCO_IS",1970,2504,"NA",,,,,,,
"SCOMSCO_IS",1971,1081,"NA",,,,,,,
"SCOMSCO_IS",1972,805,"NA",,,,,,,
"SCOMSCO_IS",1973,3199,"NA",,,,,,,
"SCOMSCO_IS",1974,2887,"NA",,,,,,,
"SCOMSCO_IS",1975,1715,"NA",,,,,,,
"SCOMSCO_IS",1976,1697,"NA",,,,,,,
"SCOMSCO_IS",1977,1111,"NA",,,,,,,
"SCOMSCO_IS",1978,1533,"NA",,,,,,,
"SCOMSCO_IS",1979,1395,"NA",,,,,,,
"SCOMSCO_IS",1980,1501,"NA",,,,,,,
"SCOMSCO_IS",1981,2528,"NA",,,,,,,
"SCOMSCO_IS",1982,5399,"NA",,,,,,,
"SCOMSCO_IS",1983,1288,"NA",,,,,,,
"SCOMSCO_IS",1984,1777,"NA",,,,,,,
"SCOMSCO_IS",1985,1793,"NA",,,,,,,
"SCOMSCO_IS",1986,2820,"NA",,,,,,,
"SCOMSCO_IS",1987,2270,"NA",,,,,,,
"SCOMSCO_IS",1988,1967,"NA",,,,,,,
"SCOMSCO_IS",1989,1450,"NA",,,,,,,
"SCOMSCO_IS",1990,1726,"NA",,,,,,,
"SCOMSCO_IS",1991,1619,"NA",,,,,,,
"SCOMSCO_IS",1992,2691,"NA",,,,,,,
"SCOMSCO_IS",1993,5048,"NA",,,,,,,
"SCOMSCO_IS",1994,3554,0.18,,,,,,,
"SCOMSCO_IS",1995,4241,0.43,,,,,,,
"SCOMSCO_IS",1996,5208,0.18,,,,,,,
"SCOMSCO_IS",1997,6081,0.21,,,,,,,
"SCOMSCO_IS",1998,5273,0.45,,,,,,,
"SCOMSCO_IS",1999,3287,0.69,,,,,,,
"SCOMSCO_IS",2000,3271,0.03,,,,,,,
"SCOMSCO_IS",2001,3571,0.07,,,,,,,
"SCOMSCO_IS",2002,2942,0.08,,,,,,,
"SCOMSCO_IS",2003,2547,0.06,,,,,,,
"SCOMSCO_IS",2004,1558,0.02,,,,,,,
"SCOMSCO_IS",2005,1294,0.07,,,,,,,
"SCOMSCO_IS",2006,1062,0.82,,,,,,,
"SCOMSCO_IS",2007,730,0.04,,,,,,,
"SCOMSCO_IS",2008,568,"NA",,,,,,,
"SCOMSCO_IS",2009,451,"NA",,,,,,,
"SCOMSCO_IS",2010,529,"NA",,,,,,,
"SCOMSCO_IS",2011,448,"NA",,,,,,,
"SCOMSCO_IS",2012,485,"NA",,,,,,,
"SCOMSCO_IS",2013,771,"NA",,,,,,,
"SCOMSCO_IS",2014,489,"NA",,,,,,,
"SCOMSCO_IS",2015,"NA","NA",,,,,,,
"PENAKER_IS",1970,1,"NA",,,,,,,
"PENAKER_IS",1971,1,"NA",,,,,,,
"PENAKER_IS",1972,1,"NA",,,,,,,
"PENAKER_IS",1973,1,"NA",,,,,,,
"PENAKER_IS",1974,1,"NA",,,,,,,
"PENAKER_IS",1975,1,"NA",,,,,,,
"PENAKER_IS",1976,1,"NA",,,,,,,
"PENAKER_IS",1977,1,"NA",,,,,,,
"PENAKER_IS",1978,1,"NA",,,,,,,
"PENAKER_IS",1979,1,"NA",,,,,,,
"PENAKER_IS",1980,1,"NA",,,,,,,
"PENAKER_IS",1981,1,"NA",,,,,,,
"PENAKER_IS",1982,1,"NA",,,,,,,
"PENAKER_IS",1983,1,"NA",,,,,,,
"PENAKER_IS",1984,5,"NA",,,,,,,
